Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
19,Vin Baker,C,26,SEA,82,82,2944,631,1164,.542,1,7,.143,630,1157,.545,.543,311,526,.591,286,370,656,152,91,86,174,278,1574,bakervi01
20,Charles Barkley*,PF,34,HOU,68,41,2243,361,744,.485,18,84,.214,343,660,.520,.497,296,397,.746,241,553,794,217,71,28,147,187,1036,barklch01
21,Dana Barros,PG,30,BOS,80,15,1686,281,609,.461,100,246,.407,181,363,.499,.544,122,144,.847,28,125,153,286,83,6,107,124,784,barroda01
22,Brent Barry,SG,26,TOT,58,36,1600,213,506,.421,90,229,.393,123,277,.444,.510,115,134,.858,29,142,171,153,64,27,104,118,631,barrybr01
22,Brent Barry,SG,26,LAC,41,36,1341,190,444,.428,78,195,.400,112,249,.450,.516,103,122,.844,27,116,143,132,50,23,95,88,561,barrybr01
22,Brent Barry,SG,26,MIA,17,0,259,23,62,.371,12,34,.353,11,28,.393,.468,12,12,1.000,2,26,28,21,14,4,9,30,70,barrybr01
23,Drew Barry,PG,24,ATL,27,0,256,18,38,.474,9,21,.429,9,17,.529,.592,11,13,.846,5,30,35,49,10,1,30,28,56,barrydr01
24,Jon Barry,SG,28,LAL,49,1,374,38,104,.365,18,61,.295,20,43,.465,.452,27,29,.931,8,29,37,51,24,3,22,33,121,barryjo01
25,Tony Battie,PF,21,DEN,65,49,1506,234,525,.446,3,14,.214,231,511,.452,.449,73,104,.702,138,213,351,60,54,69,98,199,544,battito01
26,Corey Beck,PG,26,CHH,59,14,738,73,159,.459,2,4,.500,71,155,.458,.465,43,59,.729,27,63,90,98,33,7,70,100,191,beckco01
27,Benoit Benjamin,C,33,PHI,14,0,197,22,41,.537,0,0,,22,41,.537,.537,19,30,.633,18,35,53,3,4,4,12,26,63,benjabe01
28,Mario Bennett,PF,24,LAL,45,4,354,80,135,.593,1,2,.500,79,133,.594,.596,16,44,.364,60,66,126,18,19,11,21,61,177,bennema01
29,David Benoit,SF,29,TOT,77,0,1123,152,408,.373,55,170,.324,97,238,.408,.440,61,74,.824,60,143,203,25,35,20,52,157,420,benoida01
29,David Benoit,SF,29,NJN,53,0,799,102,269,.379,41,119,.345,61,150,.407,.455,37,44,.841,42,99,141,17,26,16,39,120,282,benoida01
29,David Benoit,SF,29,ORL,24,0,324,50,139,.360,14,51,.275,36,88,.409,.410,24,30,.800,18,44,62,8,9,4,13,37,138,benoida01
30,Travis Best,PG,25,IND,82,0,1547,201,480,.419,21,70,.300,180,410,.439,.441,112,131,.855,28,94,122,281,85,5,111,193,535,besttr01
31,Chauncey Billups,PG,21,TOT,80,70,2216,280,749,.374,107,325,.329,173,424,.408,.445,226,266,.850,62,128,190,314,107,4,174,172,893,billuch01
31,Chauncey Billups,PG,21,BOS,51,44,1296,177,454,.390,64,189,.339,113,265,.426,.460,147,180,.817,40,73,113,217,77,2,118,118,565,billuch01
31,Chauncey Billups,PG,21,TOR,29,26,920,103,295,.349,43,136,.316,60,159,.377,.422,79,86,.919,22,55,77,97,30,2,56,54,328,billuch01
32,Mookie Blaylock,PG,30,ATL,70,69,2700,368,938,.392,90,334,.269,278,604,.460,.440,95,134,.709,81,260,341,469,183,21,176,122,921,blaylmo01
33,Corie Blount,PF,29,LAL,70,3,1029,107,187,.572,0,4,.000,107,183,.585,.572,39,78,.500,114,184,298,37,29,25,51,157,253,blounco01
34,Muggsy Bogues,PG,33,TOT,61,31,1570,141,323,.437,4,16,.250,137,307,.446,.443,61,68,.897,30,102,132,331,67,3,105,58,347,boguemu01
34,Muggsy Bogues,PG,33,CHH,2,0,16,2,5,.400,0,0,,2,5,.400,.400,2,2,1.000,0,1,1,4,2,0,1,2,6,boguemu01
34,Muggsy Bogues,PG,33,GSW,59,31,1554,139,318,.437,4,16,.250,135,302,.447,.443,59,66,.894,30,101,131,327,65,3,104,56,341,boguemu01
35,Etdrick Bohannon,PF,24,IND,5,0,11,0,4,.000,0,0,,0,4,.000,.000,0,0,,2,4,6,1,0,2,3,3,0,bohanet01
36,Keith Booth,SF,23,CHI,6,0,17,2,6,.333,0,1,.000,2,5,.400,.333,6,6,1.000,2,2,4,1,0,0,3,3,10,boothke01
37,Bruce Bowen,SF,26,BOS,61,9,1305,122,298,.409,20,59,.339,102,239,.427,.443,76,122,.623,79,95,174,81,87,29,52,174,340,bowenbr01
38,Anthony Bowie,SG,34,NYK,27,3,224,32,59,.542,3,4,.750,29,55,.527,.568,8,9,.889,9,17,26,11,6,2,7,25,75,bowiean01
39,Shawn Bradley,C,25,DAL,64,46,1822,300,711,.422,1,3,.333,299,708,.422,.423,130,180,.722,164,354,518,60,51,214,96,214,731,bradlsh01
40,Terrell Brandon,PG,27,MIL,50,48,1784,339,731,.464,31,93,.333,308,638,.483,.485,132,156,.846,23,153,176,387,111,17,145,120,841,brandte01
41,Tim Breaux,SF,27,MIL,6,0,30,4,11,.364,1,3,.333,3,8,.375,.409,1,2,.500,0,2,2,2,2,1,1,1,10,breauti01
42,Scott Brooks,PG,32,CLE,43,0,312,28,66,.424,5,11,.455,23,55,.418,.462,18,20,.900,6,24,30,49,18,3,12,25,79,brooksc01
43,Chucky Brown,SF,29,ATL,77,8,1202,161,372,.433,2,8,.250,159,364,.437,.435,63,87,.724,57,126,183,55,23,13,51,100,387,brownch01
44,Dee Brown,SG,29,TOT,72,12,1719,246,562,.438,108,271,.399,138,291,.474,.534,58,71,.817,24,128,152,154,82,23,73,123,658,brownde01
44,Dee Brown,SG,29,BOS,41,10,811,109,255,.427,43,113,.381,66,142,.465,.512,19,28,.679,10,52,62,53,44,6,32,76,280,brownde01
44,Dee Brown,SG,29,TOR,31,2,908,137,307,.446,65,158,.411,72,149,.483,.552,39,43,.907,14,76,90,101,38,17,41,47,378,brownde01
45,P.J. Brown,PF,28,MIA,74,74,2362,278,590,.471,0,0,,278,590,.471,.471,151,197,.766,235,400,635,103,66,98,97,264,707,brownpj01
46,Randy Brown,PG,29,CHI,71,6,1147,116,302,.384,0,5,.000,116,297,.391,.384,56,78,.718,34,60,94,151,71,12,63,118,288,brownra02
47,Rick Brunson,PG,25,POR,38,10,622,49,141,.348,22,61,.361,27,80,.338,.426,42,62,.677,14,42,56,100,25,3,52,55,162,brunsri01
48,Kobe Bryant*,SF,19,LAL,79,1,2056,391,913,.428,75,220,.341,316,693,.456,.469,363,457,.794,79,163,242,199,74,40,157,180,1220,bryanko01
49,Mark Bryant,C,32,PHO,70,22,1110,109,225,.484,0,1,.000,109,224,.487,.484,73,95,.768,92,152,244,46,36,15,58,180,291,bryanma01
50,Jud Buechler,SF,29,CHI,74,0,608,85,176,.483,25,65,.385,60,111,.541,.554,3,6,.500,24,53,77,49,22,15,21,47,198,buechju01
51,Matt Bullard,SF,30,HOU,67,24,1190,175,389,.450,96,231,.416,79,158,.500,.573,20,27,.741,25,121,146,60,31,24,39,104,466,bullama01
52,Scott Burrell,SF,27,CHI,80,3,1096,159,375,.424,51,144,.354,108,231,.468,.492,47,64,.734,80,118,198,65,64,37,50,131,416,burresc01
53,Willie Burton,SF,29,SAS,13,0,43,8,21,.381,3,9,.333,5,12,.417,.452,8,12,.667,3,6,9,1,2,2,1,7,27,burtowi01
54,Mitchell Butler,SG,27,CLE,18,0,206,15,47,.319,1,6,.167,14,41,.341,.330,6,10,.600,6,16,22,18,8,0,8,26,37,butlemi02
55,Jason Caffey,PF,24,TOT,80,14,1423,226,466,.485,0,2,.000,226,464,.487,.485,131,200,.655,160,184,344,67,25,20,105,181,583,caffeja01
55,Jason Caffey,PF,24,CHI,51,8,710,100,199,.503,0,1,.000,100,198,.505,.503,68,103,.660,76,97,173,36,13,17,48,92,268,caffeja01
55,Jason Caffey,PF,24,GSW,29,6,713,126,267,.472,0,1,.000,126,266,.474,.472,63,97,.649,84,87,171,31,12,3,57,89,315,caffeja01
56,Michael Cage,C,36,NJN,79,17,1201,43,84,.512,0,1,.000,43,83,.518,.512,20,36,.556,115,193,308,32,45,44,23,105,106,cagemi01
57,Adrian Caldwell,PF,31,DAL,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,caldwad01
58,Marcus Camby,C,23,TOR,63,58,2002,308,747,.412,0,2,.000,308,745,.413,.412,149,244,.611,203,263,466,111,68,230,134,200,765,cambyma01
59,Elden Campbell,PF,29,LAL,81,28,1784,289,624,.463,1,2,.500,288,622,.463,.464,237,342,.693,143,312,455,78,35,102,115,209,816,campbel01
60,Antoine Carr,PF,36,UTA,66,8,1086,151,325,.465,0,0,,151,325,.465,.465,76,98,.776,42,89,131,48,11,53,48,195,378,carran01
61,Chris Carr,SG,23,MIN,51,40,1165,190,452,.420,40,127,.315,150,325,.462,.465,84,99,.848,43,112,155,85,17,11,69,129,504,carrch01
62,Sam Cassell,PG,28,NJN,75,72,2606,510,1156,.441,15,80,.188,495,1076,.460,.448,436,507,.860,73,155,228,603,121,20,269,262,1471,cassesa01
63,Kelvin Cato,C,23,POR,74,8,1007,98,229,.428,0,3,.000,98,226,.434,.428,86,125,.688,91,161,252,23,29,94,44,164,282,catoke01
64,Duane Causwell,C,29,MIA,37,2,363,37,89,.416,0,0,,37,89,.416,.416,15,26,.577,29,70,99,5,7,27,18,73,89,causwdu01
65,Cedric Ceballos,SF,28,TOT,47,25,990,204,415,.492,21,70,.300,183,345,.530,.517,107,145,.738,75,146,221,60,33,16,72,88,536,cebalce01
65,Cedric Ceballos,SF,28,PHO,35,16,626,129,258,.500,15,50,.300,114,208,.548,.529,60,84,.714,51,98,149,35,22,8,39,59,333,cebalce01
65,Cedric Ceballos,SF,28,DAL,12,9,364,75,157,.478,6,20,.300,69,137,.504,.497,47,61,.770,24,48,72,25,11,8,33,29,203,cebalce01
66,Tom Chambers,PF,38,PHI,1,0,10,2,2,1.000,0,0,,2,2,1.000,1.000,2,2,1.000,0,2,2,0,2,0,1,2,6,chambto01
67,Rex Chapman,SG,30,PHO,68,67,2263,408,956,.427,120,311,.386,288,645,.447,.490,146,187,.781,30,143,173,203,71,14,116,102,1082,chapmre01
68,Calbert Cheaney,SG,26,WAS,82,82,2841,448,981,.457,15,53,.283,433,928,.467,.464,139,215,.647,82,242,324,173,96,36,104,264,1050,cheanca01
69,Pete Chilcutt,PF,29,VAN,82,0,1420,156,359,.435,54,130,.415,102,229,.445,.510,39,59,.661,77,229,306,104,53,37,62,158,405,chilcpe01
70,Chris Childs,PG,30,NYK,68,0,1599,149,354,.421,27,87,.310,122,267,.457,.459,104,126,.825,29,133,162,268,56,6,103,179,429,childch01
71,Doug Christie,SG,27,TOR,78,78,2939,458,1071,.428,100,307,.326,358,764,.469,.474,271,327,.829,94,310,404,282,190,57,228,198,1287,chrisdo01
72,Keith Closs,C,21,LAC,58,1,740,93,207,.449,0,0,,93,207,.449,.449,46,77,.597,63,105,168,19,12,81,38,73,232,closske01
73,Derrick Coleman,PF,30,PHI,59,58,2135,356,867,.411,26,98,.265,330,769,.429,.426,302,391,.772,149,438,587,145,46,68,157,144,1040,colemde01
74,Bimbo Coles,PG,29,GSW,53,44,1471,166,438,.379,13,57,.228,153,381,.402,.394,78,88,.886,17,106,123,248,51,13,89,135,423,colesbi01
75,James Collins,SG,24,LAC,23,0,103,21,55,.382,9,20,.450,12,35,.343,.464,8,14,.571,7,7,14,3,6,3,8,12,59,collija01
76,Marty Conlon,C,30,MIA,18,0,209,28,62,.452,0,0,,28,62,.452,.452,32,44,.727,16,30,46,12,9,5,11,27,88,conloma01
77,Tyrone Corbin,SF,35,ATL,79,79,2699,328,747,.439,49,141,.348,279,606,.460,.472,101,128,.789,78,284,362,173,105,7,86,197,806,corbity01
78,James Cotton,SG,22,SEA,9,0,33,8,21,.381,0,4,.000,8,17,.471,.381,8,9,.889,2,4,6,0,1,1,6,3,24,cottoja02
79,Chris Crawford,PF,22,ATL,40,0,256,46,110,.418,1,3,.333,45,107,.421,.423,57,68,.838,20,21,41,9,12,7,18,27,150,crawfch01
80,Austin Croshere,PF,22,IND,26,0,243,32,86,.372,4,13,.308,28,73,.384,.395,8,14,.571,10,35,45,8,9,5,13,32,76,croshau01
81,John Crotty,PG,28,POR,26,2,379,29,90,.322,6,20,.300,23,70,.329,.356,32,34,.941,4,28,32,63,10,1,42,28,96,crottjo01
82,Terry Cummings,PF,36,TOT,74,3,1185,200,428,.467,0,1,.000,200,427,.468,.467,67,98,.684,97,186,283,47,38,10,51,181,467,cummite01
82,Terry Cummings,PF,36,PHI,44,2,656,97,212,.458,0,1,.000,97,211,.460,.458,39,58,.672,55,93,148,21,22,5,17,102,233,cummite01
82,Terry Cummings,PF,36,NYK,30,1,529,103,216,.477,0,0,,103,216,.477,.477,28,40,.700,42,93,135,26,16,5,34,79,234,cummite01
83,William Cunningham,C,23,TOT,7,2,39,4,9,.444,0,0,,4,9,.444,.444,0,0,,4,6,10,1,2,0,0,10,8,cunniwi01
83,William Cunningham,C,23,UTA,6,2,38,4,9,.444,0,0,,4,9,.444,.444,0,0,,4,4,8,1,2,0,0,10,8,cunniwi01
83,William Cunningham,C,23,PHI,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,0,0,cunniwi01
84,Bill Curley,PF,25,MIN,11,1,146,16,33,.485,0,1,.000,16,32,.500,.485,2,3,.667,11,17,28,4,3,1,3,28,34,curlebi01
85,Dell Curry,SG,33,CHH,52,1,971,194,434,.447,61,145,.421,133,289,.460,.517,41,52,.788,26,75,101,69,31,4,54,85,490,curryde01
86,Michael Curry,SG,29,MIL,82,27,1978,196,418,.469,4,9,.444,192,409,.469,.474,147,176,.835,26,72,98,137,56,14,77,218,543,currymi01
87,Erick Dampier,C,22,GSW,82,82,2656,352,791,.445,0,2,.000,352,789,.446,.445,267,399,.669,272,443,715,94,39,139,175,281,971,dampier01
88,Antonio Daniels,SG,22,VAN,74,50,1956,228,548,.416,11,52,.212,217,496,.438,.426,112,170,.659,22,121,143,334,55,10,164,88,579,daniean01
89,Lloyd Daniels,SG,30,TOR,6,0,82,12,29,.414,2,9,.222,10,20,.500,.448,8,10,.800,4,3,7,4,3,2,4,4,34,daniell01
90,Yinka Dare,C,25,NJN,10,0,60,4,18,.222,0,0,,4,18,.222,.222,4,8,.500,10,7,17,1,0,2,2,9,12,dareyi01
91,Antonio Davis,PF,29,IND,82,12,2191,254,528,.481,0,3,.000,254,525,.484,.481,277,398,.696,192,368,560,61,45,72,103,234,785,davisan01
92,Ben Davis,PF,25,NYK,7,0,13,2,10,.200,0,0,,2,10,.200,.200,0,0,,6,0,6,0,1,0,0,3,4,davisbe01
93,Dale Davis,C,28,IND,78,78,2174,273,498,.548,0,0,,273,498,.548,.548,80,172,.465,233,378,611,70,51,87,73,209,626,davisda01
94,Emanual Davis,PG,29,HOU,45,0,599,63,142,.444,27,72,.375,36,70,.514,.539,31,37,.838,10,37,47,59,17,3,52,55,184,davisem01
95,Hubert Davis,SG,27,DAL,81,30,2378,350,767,.456,101,230,.439,249,537,.464,.522,97,116,.836,34,135,169,157,43,5,88,117,898,davishu01
96,Mark Davis,SF,24,PHI,71,12,906,109,244,.447,0,6,.000,109,238,.458,.447,64,101,.634,64,94,158,73,49,18,91,95,282,davisma02
97,Terry Davis,PF,30,WAS,74,66,1705,127,256,.496,0,1,.000,127,255,.498,.496,69,119,.580,209,271,480,30,41,24,56,193,323,daviste01
98,Todd Day,SG,28,MIA,5,0,69,11,31,.355,2,12,.167,9,19,.474,.387,6,9,.667,4,2,6,7,7,0,3,10,30,dayto01
99,Andrew DeClercq,C,24,BOS,81,49,1523,169,340,.497,0,1,.000,169,339,.499,.497,101,168,.601,180,212,392,59,85,49,84,277,439,declean01
100,Terry Dehere,PG,26,SAC,77,18,1410,180,451,.399,50,132,.379,130,319,.408,.455,79,99,.798,21,85,106,196,52,4,96,150,489,deherte01
101,Vinny Del Negro,SG,31,SAS,54,38,1721,211,479,.441,17,39,.436,194,440,.441,.458,74,93,.796,13,139,152,183,39,6,53,113,513,delnevi01
102,Bison Dele,C,28,DET,78,78,2619,531,1040,.511,1,3,.333,530,1037,.511,.511,198,280,.707,223,472,695,94,67,55,181,252,1261,delebi01
103,Tony Delk,PG,24,TOT,77,9,1681,314,798,.393,42,157,.268,272,641,.424,.420,111,151,.735,38,134,172,172,73,12,109,96,781,delkto01
103,Tony Delk,PG,24,CHH,3,0,34,3,4,.750,1,1,1.000,2,3,.667,.875,1,2,.500,0,2,2,3,0,0,4,8,8,delkto01
103,Tony Delk,PG,24,GSW,74,9,1647,311,794,.392,41,156,.263,270,638,.423,.418,110,149,.738,38,132,170,169,73,12,105,88,773,delkto01
104,Vlade Divac*,C,29,CHH,64,41,1805,267,536,.498,3,14,.214,264,522,.506,.501,130,188,.691,183,335,518,172,83,94,114,179,667,divacvl01
105,Sherman Douglas,PG,31,NJN,80,11,1699,255,515,.495,14,46,.304,241,469,.514,.509,115,172,.669,52,83,135,319,55,7,110,156,639,douglsh01
106,Clyde Drexler*,SG,35,HOU,70,70,2473,452,1059,.427,106,334,.317,346,725,.477,.477,277,346,.801,105,241,346,382,126,42,189,193,1287,drexlcl01
107,Chris Dudley,C,32,NYK,51,22,858,58,143,.406,0,0,,58,143,.406,.406,41,92,.446,108,167,275,21,13,51,44,139,157,dudlech02
108,Joe Dumars*,SG,34,DET,72,72,2326,329,791,.416,158,426,.371,171,365,.468,.516,127,154,.825,14,90,104,253,44,2,84,99,943,dumarjo01
109,Tony Dumas,SG,25,CLE,7,0,47,6,12,.500,2,4,.500,4,8,.500,.583,0,3,.000,1,4,5,5,0,0,5,5,14,dumasto01
110,Tim Duncan*,PF,21,SAS,82,82,3204,706,1287,.549,0,10,.000,706,1277,.553,.549,319,482,.662,274,703,977,224,55,206,279,254,1731,duncati01
111,Ledell Eackles,SG,31,WAS,42,0,547,75,175,.429,16,46,.348,59,129,.457,.474,52,59,.881,25,50,75,16,17,0,29,43,218,eacklle01
112,Tyus Edney,PG,24,BOS,52,7,623,93,216,.431,3,10,.300,90,206,.437,.438,88,111,.793,20,35,55,139,51,1,66,69,277,edneyty01
113,Blue Edwards,SG,32,VAN,81,20,1968,326,742,.439,40,120,.333,286,622,.460,.466,180,215,.837,61,156,217,201,86,27,134,183,872,edwarbl01
114,Kevin Edwards,SG,32,TOT,39,5,487,57,165,.345,6,15,.400,51,150,.340,.364,30,35,.857,20,34,54,39,26,1,30,28,150,edwarke01
114,Kevin Edwards,SG,32,NJN,27,5,352,37,106,.349,4,11,.364,33,95,.347,.368,13,15,.867,11,23,34,26,21,0,20,20,91,edwarke01
114,Kevin Edwards,SG,32,ORL,12,0,135,20,59,.339,2,4,.500,18,55,.327,.356,17,20,.850,9,11,20,13,5,1,10,8,59,edwarke01
115,Howard Eisley,PG,25,UTA,82,18,1726,229,519,.441,48,118,.407,181,401,.451,.487,127,149,.852,25,141,166,346,54,13,160,182,633,eisleho01
116,Mario Elie,SF,34,HOU,73,59,1988,206,456,.452,55,189,.291,151,267,.566,.512,145,174,.833,39,117,156,221,81,8,100,115,612,eliema01
117,Sean Elliott,SF,29,SAS,36,36,1012,122,303,.403,34,90,.378,88,213,.413,.459,56,78,.718,16,108,124,62,24,14,57,92,334,elliose01
118,Dale Ellis,SF,37,SEA,79,0,1939,348,700,.497,127,274,.464,221,426,.519,.588,111,142,.782,51,133,184,89,60,5,74,128,934,ellisda01
119,Harold Ellis,SF,27,DEN,27,3,344,62,111,.559,0,4,.000,62,107,.579,.559,40,63,.635,27,23,50,18,19,4,19,53,164,ellisha01
120,LaPhonso Ellis,SF,27,DEN,76,71,2575,410,1007,.407,57,201,.284,353,806,.438,.435,206,256,.805,146,398,544,213,65,49,173,226,1083,ellisla01
121,Pervis Ellison,PF,30,BOS,33,8,447,40,70,.571,0,0,,40,70,.571,.571,20,34,.588,52,57,109,31,20,31,28,90,100,ellispe01
122,Brian Evans,SF,24,TOT,72,1,893,123,312,.394,29,87,.333,94,225,.418,.441,46,57,.807,49,88,137,55,29,13,38,101,321,evansbr01
122,Brian Evans,SF,24,ORL,44,0,561,77,206,.374,12,45,.267,65,161,.404,.403,40,48,.833,31,54,85,31,22,8,24,57,206,evansbr01
122,Brian Evans,SF,24,NJN,28,1,332,46,106,.434,17,42,.405,29,64,.453,.514,6,9,.667,18,34,52,24,7,5,14,44,115,evansbr01
123,Patrick Ewing*,C,35,NYK,26,26,848,203,403,.504,0,2,.000,203,401,.506,.504,134,186,.720,59,206,265,28,16,58,77,74,540,ewingpa01
124,Tony Farmer,C,28,CHH,27,2,169,17,53,.321,2,9,.222,15,44,.341,.340,31,39,.795,16,16,32,5,10,4,9,23,67,farmeto01
125,Jamie Feick,PF,23,MIL,45,2,450,39,90,.433,4,13,.308,35,77,.455,.456,20,41,.488,45,79,124,16,25,17,21,67,102,feickja01
126,Duane Ferrell,SF,32,GSW,50,5,461,41,111,.369,0,6,.000,41,105,.390,.369,12,22,.545,25,22,47,26,21,6,18,50,94,ferredu01
127,Danny Ferry,PF,31,CLE,69,3,1034,113,286,.395,33,99,.333,80,187,.428,.453,32,40,.800,23,91,114,59,26,17,53,118,291,ferryda01
128,Michael Finley,SF,24,DAL,82,82,3394,675,1505,.449,87,244,.357,588,1261,.466,.477,326,416,.784,150,288,438,405,132,30,219,163,1763,finlemi01
129,Derek Fisher,PG,23,LAL,82,36,1760,164,378,.434,31,81,.383,133,297,.448,.475,115,152,.757,38,155,193,333,75,5,119,126,474,fishede01
130,Danny Fortson,PF,21,DEN,80,23,1811,276,611,.452,1,3,.333,275,608,.452,.453,263,339,.776,182,266,448,76,44,30,157,314,816,fortsda01
131,Greg Foster,C,29,UTA,78,49,1446,186,418,.445,2,9,.222,184,409,.450,.447,67,87,.770,85,188,273,51,15,28,68,187,441,fostegr01
132,Rick Fox,SF,28,LAL,82,82,2709,363,771,.471,86,265,.325,277,506,.547,.527,171,230,.743,78,280,358,276,100,48,201,309,983,foxri01
133,Adonal Foyle,C,22,GSW,55,1,656,69,170,.406,0,1,.000,69,169,.408,.406,27,62,.435,73,111,184,14,13,52,50,94,165,foylead01
134,Todd Fuller,C,23,GSW,57,1,613,86,205,.420,0,4,.000,86,201,.428,.420,55,80,.688,61,135,196,10,6,16,37,89,227,fulleto02
135,Lawrence Funderburke,PF,27,SAC,52,1,1094,191,390,.490,1,7,.143,190,383,.496,.491,110,162,.679,80,154,234,63,19,15,62,56,493,fundela01
136,Chris Garner,PG,22,TOR,38,0,293,23,70,.329,4,14,.286,19,56,.339,.357,3,7,.429,7,17,24,45,21,4,25,50,53,garnech01
137,Kevin Garnett*,PF,21,MIN,82,82,3222,635,1293,.491,3,16,.188,632,1277,.495,.492,245,332,.738,222,564,786,348,139,150,192,224,1518,garneke01
138,Dean Garrett,C,31,DEN,82,82,2632,242,565,.428,0,0,,242,565,.428,.428,114,176,.648,227,417,644,90,57,133,84,197,598,garrede01
139,Kiwane Lemorris Garris,SG,23,DEN,28,0,225,22,65,.338,5,14,.357,17,51,.333,.377,19,25,.760,3,16,19,28,7,1,15,22,68,garriki01
140,Chris Gatling,PF,30,NJN,57,16,1359,248,545,.455,1,4,.250,247,541,.457,.456,159,265,.600,118,216,334,53,52,29,99,152,656,gatlich01
