Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
141,Reggie Geary,PG,24,SAS,62,2,685,56,169,.331,12,40,.300,44,129,.341,.367,28,56,.500,19,48,67,74,37,12,42,95,152,gearyre01
142,Matt Geiger,C,28,CHH,78,42,1839,358,709,.505,1,11,.091,357,698,.511,.506,168,236,.712,196,325,521,78,68,87,111,191,885,geigema01
143,Kendall Gill,SF,29,NJN,81,81,2733,418,974,.429,26,101,.257,392,873,.449,.443,225,327,.688,112,279,391,200,156,64,124,268,1087,gillke01
144,Armen Gilliam,PF,33,MIL,82,25,2114,327,676,.484,0,4,.000,327,672,.487,.484,267,333,.802,146,293,439,104,65,37,148,177,921,gilliar01
145,Anthony Goldwire,PG,26,DEN,82,32,2212,269,636,.423,63,164,.384,206,472,.436,.472,150,186,.806,40,107,147,277,86,7,85,149,751,goldwan01
146,Greg Graham,SG,27,CLE,6,0,56,7,12,.583,0,3,.000,7,9,.778,.583,2,2,1.000,0,1,1,6,1,0,10,7,16,grahagr01
147,Brian Grant,SF,25,POR,61,49,1921,283,557,.508,0,1,.000,283,556,.509,.508,171,228,.750,197,358,555,86,44,45,110,184,737,grantbr01
148,Gary Grant,PG,32,POR,22,2,359,43,93,.462,7,19,.368,36,74,.486,.500,12,14,.857,8,40,48,84,17,2,24,30,105,grantga01
149,Harvey Grant,SF,32,WAS,65,8,895,75,196,.383,1,6,.167,74,190,.389,.385,19,30,.633,60,108,168,39,23,15,26,94,170,grantha01
150,Horace Grant,C,32,ORL,76,76,2803,393,857,.459,0,7,.000,393,850,.462,.459,135,199,.678,228,390,618,172,81,79,88,180,921,grantho01
151,Ed Gray,SG,22,ATL,30,3,472,77,202,.381,18,46,.391,59,156,.378,.426,55,65,.846,9,36,45,34,15,11,30,73,227,grayed01
152,Jeff Grayer,SG,32,TOT,5,0,34,4,11,.364,2,6,.333,2,5,.400,.455,0,0,,0,4,4,2,2,0,4,7,10,grayeje01
152,Jeff Grayer,SG,32,CHH,1,0,11,0,4,.000,0,3,.000,0,1,.000,.000,0,0,,0,0,0,1,0,0,2,0,0,grayeje01
152,Jeff Grayer,SG,32,GSW,4,0,23,4,7,.571,2,3,.667,2,4,.500,.714,0,0,,0,4,4,1,2,0,2,7,10,grayeje01
153,A.C. Green,PF,34,DAL,82,68,2649,242,534,.453,0,4,.000,242,530,.457,.453,116,162,.716,219,449,668,123,78,27,68,157,600,greenac01
154,Litterial Green,PG,27,MIL,21,0,124,5,23,.217,0,2,.000,5,21,.238,.217,15,20,.750,1,6,7,16,4,0,8,11,25,greenli01
155,Derek Grimm,SF,23,SAC,9,0,34,4,14,.286,4,12,.333,0,2,.000,.429,2,2,1.000,0,4,4,0,3,1,3,6,14,grimmde01
156,Tom Gugliotta,SF,28,MIN,41,41,1582,319,635,.502,2,17,.118,317,618,.513,.504,183,223,.821,106,250,356,167,61,22,109,102,823,guglito01
157,Jack Haley,C,34,NJN,16,0,51,5,18,.278,0,1,.000,5,17,.294,.278,12,21,.571,5,10,15,0,0,1,4,9,22,haleyja01
158,Darvin Ham,SF,24,WAS,71,3,635,55,104,.529,0,0,,55,104,.529,.529,35,74,.473,72,59,131,16,21,25,37,118,145,hamda01
159,Tom Hammonds,PF,30,MIN,57,2,1140,127,246,.516,0,1,.000,127,245,.518,.516,92,132,.697,100,171,271,36,15,17,48,127,346,hammoto01
160,Reggie Hanson,SF,29,BOS,8,0,26,3,6,.500,0,0,,3,6,.500,.500,0,0,,3,3,6,1,2,1,3,8,6,hansore01
161,Anfernee Hardaway,SG,26,ORL,19,15,625,103,273,.377,15,50,.300,88,223,.395,.405,90,118,.763,8,68,76,68,28,15,46,45,311,hardaan01
162,Tim Hardaway*,PG,31,MIA,81,81,3031,558,1296,.431,155,442,.351,403,854,.472,.490,257,329,.781,48,251,299,672,136,16,224,200,1528,hardati01
163,Derek Harper,SG,36,ORL,66,45,1761,226,542,.417,59,164,.360,167,378,.442,.471,55,79,.696,23,80,103,233,72,10,101,140,566,harpede01
164,Ron Harper,PG,34,CHI,82,82,2284,293,665,.441,16,84,.190,277,581,.477,.453,162,216,.750,107,183,290,241,108,48,91,181,764,harpero01
165,Othella Harrington,PF,24,HOU,58,3,903,129,266,.485,0,1,.000,129,265,.487,.485,92,122,.754,73,134,207,24,10,27,47,112,350,harriot01
166,Lucious Harris,SG,27,NJN,50,0,671,69,177,.390,12,39,.308,57,138,.413,.424,41,55,.745,21,31,52,42,42,5,21,77,191,harrilu01
167,Hersey Hawkins,SG,31,SEA,82,82,2597,280,636,.440,125,301,.415,155,335,.463,.539,177,204,.868,71,263,334,221,148,17,102,153,862,hawkihe01
168,Alan Henderson,PF,25,ATL,69,33,2000,365,753,.485,3,6,.500,362,747,.485,.487,253,388,.652,200,242,442,73,42,36,110,175,986,hendeal01
169,Cedric Henderson,SF,22,CLE,82,71,2527,348,725,.480,0,4,.000,348,721,.483,.480,136,190,.716,71,254,325,168,96,45,165,238,832,hendece02
170,Mark Hendrickson,PF,23,SAC,48,1,737,58,149,.389,0,5,.000,58,144,.403,.389,47,57,.825,33,110,143,41,26,9,31,60,163,hendrma01
171,Steve Henson,PG,29,DET,23,0,65,13,26,.500,3,8,.375,10,18,.556,.558,7,7,1.000,0,2,2,4,1,0,6,9,36,hensost01
172,Carl Herrera,PF,31,SAS,58,1,516,76,175,.434,0,1,.000,76,174,.437,.434,18,44,.409,24,67,91,22,19,12,38,71,170,herreca01
173,Sean Higgins,SF,29,POR,2,0,12,0,5,.000,0,2,.000,0,3,.000,.000,0,0,,0,0,0,0,2,0,1,3,0,higgise01
174,Grant Hill*,SF,25,DET,81,81,3294,615,1361,.452,3,21,.143,612,1340,.457,.453,479,647,.740,93,530,623,551,143,53,285,196,1712,hillgr01
175,Tyrone Hill,PF,29,MIL,57,56,2064,208,418,.498,0,1,.000,208,417,.499,.498,155,255,.608,212,396,608,88,67,30,106,230,571,hillty01
176,Fred Hoiberg,SG,25,IND,65,1,874,85,222,.383,32,85,.376,53,137,.387,.455,59,69,.855,14,109,123,45,40,3,22,101,261,hoibefr01
177,Jerald Honeycutt,PF,23,MIL,38,0,530,90,221,.407,29,77,.377,61,144,.424,.473,36,58,.621,27,66,93,33,20,6,49,83,245,honeyje01
178,Jeff Hornacek,SG,34,UTA,80,80,2460,399,828,.482,56,127,.441,343,701,.489,.516,285,322,.885,65,205,270,349,109,15,132,175,1139,hornaje01
179,Robert Horry,PF,27,LAL,72,71,2192,200,420,.476,19,93,.204,181,327,.554,.499,117,169,.692,186,356,542,163,112,94,99,238,536,horryro01
180,Allan Houston,SG,26,NYK,82,82,2848,571,1277,.447,82,213,.385,489,1064,.460,.479,285,335,.851,43,231,274,212,63,24,200,207,1509,houstal01
181,Juwan Howard,PF,24,WAS,64,64,2559,463,991,.467,0,2,.000,463,989,.468,.467,258,358,.721,161,288,449,208,82,23,185,225,1184,howarju01
182,Stephen Howard,SF,27,SEA,13,0,53,8,21,.381,0,0,,8,21,.381,.381,9,18,.500,6,6,12,3,3,1,6,13,25,howarst01
183,Troy Hudson,PG,21,UTA,8,0,23,6,14,.429,0,3,.000,6,11,.545,.429,0,0,,1,1,2,4,2,0,1,1,12,hudsotr01
184,Lindsey Hunter,PG,27,DET,71,67,2505,316,826,.383,85,265,.321,231,561,.412,.434,145,196,.740,61,186,247,224,123,10,110,174,862,hunteli01
185,Bobby Hurley,PG,26,TOT,61,3,875,93,238,.391,5,22,.227,88,216,.407,.401,59,76,.776,12,54,66,177,23,0,86,79,250,hurlebo01
185,Bobby Hurley,PG,26,SAC,34,3,417,47,115,.409,4,15,.267,43,100,.430,.426,30,37,.811,7,29,36,80,13,0,42,36,128,hurlebo01
185,Bobby Hurley,PG,26,VAN,27,0,458,46,123,.374,1,7,.143,45,116,.388,.378,29,39,.744,5,25,30,97,10,0,44,43,122,hurlebo01
186,Zydrunas Ilgauskas,C,22,CLE,82,81,2379,454,876,.518,1,4,.250,453,872,.519,.519,230,302,.762,279,444,723,71,52,135,146,288,1139,ilgauzy01
187,Allen Iverson*,PG,22,PHI,80,80,3150,649,1407,.461,70,235,.298,579,1172,.494,.486,390,535,.729,86,210,296,494,176,25,244,200,1758,iversal01
188,Bobby Jackson,PG,24,DEN,68,53,2042,310,791,.392,21,81,.259,289,710,.407,.405,149,183,.814,78,224,302,317,105,11,184,160,790,jacksbo01
189,Jaren Jackson,SG,30,SAS,82,45,2226,258,654,.394,112,297,.377,146,357,.409,.480,94,118,.797,55,155,210,156,60,8,104,222,722,jacksja01
190,Jim Jackson,SG,27,TOT,79,78,3046,476,1107,.430,61,191,.319,415,916,.453,.458,229,282,.812,130,270,400,381,79,8,263,186,1242,jacksji01
190,Jim Jackson,SG,27,PHI,48,47,1788,246,535,.460,39,112,.348,207,423,.489,.496,126,154,.818,69,158,227,223,41,6,145,112,657,jacksji01
190,Jim Jackson,SG,27,GSW,31,31,1258,230,572,.402,22,79,.278,208,493,.422,.421,103,128,.805,61,112,173,158,38,2,118,74,585,jacksji01
191,Mark Jackson,PG,32,IND,82,82,2413,249,598,.416,43,137,.314,206,461,.447,.452,137,180,.761,67,255,322,713,84,2,174,132,678,jacksma01
192,Henry James,PF,32,CLE,28,0,166,24,59,.407,11,25,.440,13,34,.382,.500,21,22,.955,2,13,15,5,1,1,12,24,80,jameshe01
193,Anthony Johnson,PG,23,SAC,77,62,2266,226,609,.371,42,128,.328,184,481,.383,.406,80,110,.727,51,120,171,329,64,6,120,188,574,johnsan02
194,Avery Johnson,PG,32,SAS,75,73,2674,321,671,.478,2,13,.154,319,658,.485,.480,122,168,.726,30,120,150,591,84,18,165,140,766,johnsav01
195,Eddie Johnson,SF,38,HOU,75,1,1490,227,544,.417,66,198,.333,161,346,.465,.478,113,136,.831,50,103,153,88,32,3,62,89,633,johnsed03
196,Ervin Johnson,C,30,MIL,81,81,2261,253,471,.537,0,0,,253,471,.537,.537,143,238,.601,242,443,685,59,79,158,117,321,649,johnser02
197,Kevin Johnson,PG,31,PHO,50,12,1290,155,347,.447,4,26,.154,151,321,.470,.452,162,186,.871,35,129,164,245,27,8,101,57,476,johnske02
198,Larry Johnson,SF,28,NYK,70,70,2412,429,884,.485,15,63,.238,414,821,.504,.494,214,283,.756,175,226,401,150,40,13,127,193,1087,johnsla02
199,Charles Jones,PF,40,HOU,24,0,127,7,10,.700,0,0,,7,10,.700,.700,1,2,.500,12,12,24,5,1,6,4,22,15,jonesch01
200,Dontae' Jones,SF,22,BOS,15,0,91,19,57,.333,6,23,.261,13,34,.382,.386,0,0,,3,6,9,5,2,3,11,12,44,jonesdo01
201,Eddie Jones,SG,26,LAL,80,80,2910,486,1005,.484,143,368,.389,343,637,.538,.555,234,306,.765,85,217,302,246,160,55,146,164,1349,jonesed02
202,Popeye Jones,PF,27,TOR,14,4,352,52,127,.409,2,3,.667,50,124,.403,.417,14,19,.737,50,52,102,18,10,3,16,39,120,jonespo01
203,Michael Jordan*,SG,34,CHI,82,82,3181,881,1893,.465,30,126,.238,851,1767,.482,.473,565,721,.784,130,345,475,283,141,45,185,151,2357,jordami01
204,Reggie Jordan,SG,30,MIN,57,1,487,54,113,.478,0,1,.000,54,112,.482,.478,41,72,.569,57,40,97,50,35,9,30,63,149,jordare01
205,Adam Keefe,C,27,UTA,80,75,2047,229,424,.540,0,0,,229,424,.540,.540,162,200,.810,179,259,438,89,52,24,71,172,620,keefead01
206,Shawn Kemp,PF,28,CLE,80,80,2769,518,1164,.445,2,8,.250,516,1156,.446,.446,404,556,.727,219,526,745,197,108,90,271,310,1442,kempsh01
207,Tim Kempton,PF,34,TOT,8,0,47,2,9,.222,0,0,,2,9,.222,.222,0,0,,4,2,6,3,1,2,4,10,4,kemptti01
207,Tim Kempton,PF,34,ORL,3,0,15,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,1,1,1,0,0,0,3,0,kemptti01
207,Tim Kempton,PF,34,TOR,5,0,32,2,7,.286,0,0,,2,7,.286,.286,0,0,,4,1,5,2,1,2,4,7,4,kemptti01
208,Steve Kerr,PG,32,CHI,50,0,1119,137,302,.454,57,130,.438,80,172,.465,.548,45,49,.918,14,63,77,96,26,5,27,71,376,kerrst01
209,Jerome Kersey,SF,35,SEA,37,2,717,97,233,.416,1,10,.100,96,223,.430,.418,39,65,.600,56,79,135,44,52,14,36,104,234,kerseje01
210,Jason Kidd*,PG,24,PHO,82,82,3118,357,859,.416,73,233,.313,284,626,.454,.458,167,209,.799,108,402,510,745,162,26,261,142,954,kiddja01
211,Kerry Kittles,SG,23,NJN,77,76,2814,508,1154,.440,110,263,.418,398,891,.447,.488,202,250,.808,132,230,362,176,132,37,106,152,1328,kittlke01
212,Joe Kleine,C,36,CHI,46,1,397,39,106,.368,0,0,,39,106,.368,.368,15,18,.833,27,50,77,30,4,5,28,63,93,kleinjo01
213,Brevin Knight,PG,22,CLE,80,76,2483,261,592,.441,0,7,.000,261,585,.446,.441,201,251,.801,67,186,253,656,196,18,194,271,723,knighbr01
214,Travis Knight,C,23,BOS,74,21,1503,193,438,.441,15,55,.273,178,383,.465,.458,81,103,.786,146,219,365,104,54,82,87,253,482,knightr01
215,Toni Kukoč*,SF,29,CHI,74,52,2235,383,841,.455,63,174,.362,320,667,.480,.493,155,219,.708,121,206,327,314,76,37,154,149,984,kukocto01
216,Christian Laettner,PF,28,ATL,74,49,2282,354,730,.485,6,27,.222,348,703,.495,.489,306,354,.864,142,345,487,190,71,73,183,246,1020,laettch01
217,Andrew Lang,C,31,MIL,57,0,692,54,143,.378,0,1,.000,54,142,.380,.378,44,57,.772,56,97,153,16,18,27,33,101,152,langan01
218,Antonio Lang,SF,25,MIA,6,0,29,3,5,.600,0,0,,3,5,.600,.600,6,8,.750,2,3,5,1,2,0,4,3,12,langan02
219,Rusty LaRue,PG,24,CHI,14,0,140,20,49,.408,4,16,.250,16,33,.485,.449,5,8,.625,1,7,8,5,3,1,6,12,49,larueru01
220,Priest Lauderdale,C,24,DEN,39,0,345,53,127,.417,0,0,,53,127,.417,.417,38,69,.551,27,73,100,21,7,17,46,63,144,laudepr01
221,Jason Lawson,C,23,ORL,17,0,80,9,15,.600,0,0,,9,15,.600,.600,8,10,.800,8,19,27,5,4,4,2,14,26,lawsoja01
222,Tim Legler,SG,31,WAS,8,0,76,3,19,.158,0,6,.000,3,13,.231,.158,3,4,.750,2,2,4,3,1,0,4,11,9,legleti01
223,Voshon Lenard,SG,24,MIA,81,81,2621,363,854,.425,153,378,.405,210,476,.441,.515,141,179,.788,72,220,292,180,58,16,99,219,1020,lenarvo01
224,Alton Lister,C,39,POR,7,0,44,3,8,.375,0,0,,3,8,.375,.375,0,0,,2,9,11,1,1,1,2,12,6,listeal01
225,Randy Livingston,PG,22,ATL,12,0,82,3,12,.250,0,0,,3,12,.250,.250,4,5,.800,1,5,6,5,7,2,6,6,10,livinra01
226,Horacio Llamas,C,24,PHO,8,0,42,8,21,.381,1,3,.333,7,18,.389,.405,7,10,.700,4,14,18,1,1,3,9,14,24,llamaho01
227,Brad Lohaus,PF,33,SAS,9,0,102,7,21,.333,4,14,.286,3,7,.429,.429,1,3,.333,3,9,12,5,1,2,3,10,19,lohaubr01
228,Grant Long,PF,31,DET,40,17,739,50,117,.427,0,4,.000,50,113,.442,.427,41,57,.719,57,93,150,25,29,12,22,91,141,longgr01
229,Luc Longley,C,29,CHI,58,58,1703,277,609,.455,0,0,,277,609,.455,.455,109,148,.736,113,228,341,161,34,62,130,206,663,longllu01
230,George Lynch,SF,27,VAN,82,0,1493,248,516,.481,9,30,.300,239,486,.492,.489,111,158,.703,147,215,362,122,65,41,104,161,616,lynchge01
231,Sam Mack,SF,27,VAN,57,54,1414,222,559,.397,110,269,.409,112,290,.386,.496,62,77,.805,30,103,133,101,41,11,69,117,616,macksa01
232,Don MacLean,SF,28,NJN,9,0,42,1,10,.100,1,2,.500,0,8,.000,.150,0,0,,3,2,5,0,0,0,2,7,3,macledo01
233,Gerald Madkins,SG,28,GSW,19,0,243,13,34,.382,6,15,.400,7,19,.368,.471,5,7,.714,2,13,15,45,13,1,13,18,37,madkige01
234,Rick Mahorn,C,39,DET,59,0,707,59,129,.457,0,0,,59,129,.457,.457,23,34,.676,65,130,195,15,14,7,37,123,141,mahorri01
235,Dan Majerle,SG,32,MIA,72,22,1928,184,439,.419,111,295,.376,73,144,.507,.546,40,51,.784,48,220,268,157,68,15,65,139,519,majerda01
236,Karl Malone*,PF,34,UTA,81,81,3030,780,1472,.530,2,6,.333,778,1466,.531,.531,628,825,.761,189,645,834,316,96,70,247,237,2190,malonka01
237,Matt Maloney,PG,26,HOU,78,78,2217,239,586,.408,126,346,.364,113,240,.471,.515,65,78,.833,16,126,142,219,62,5,107,99,669,malonma01
238,Danny Manning,PF,31,PHO,70,11,1794,390,756,.516,0,7,.000,390,749,.521,.516,167,226,.739,110,282,392,139,71,46,100,201,947,mannida01
239,Stephon Marbury,PG,20,MIN,82,81,3112,513,1237,.415,95,304,.313,418,933,.448,.453,329,450,.731,58,172,230,704,104,7,256,222,1450,marbust01
240,Donyell Marshall,SF,24,GSW,73,73,2611,451,1090,.414,63,201,.313,388,889,.436,.443,158,216,.731,210,418,628,159,95,73,147,226,1123,marshdo01
241,Darrick Martin,PG,26,LAC,82,63,2299,275,730,.377,107,293,.365,168,437,.384,.450,184,217,.848,19,145,164,331,82,10,154,198,841,martida01
242,Jamal Mashburn,SF,25,MIA,48,48,1729,251,577,.435,37,122,.303,214,455,.470,.467,184,231,.797,72,164,236,132,43,14,108,137,723,mashbja01
243,Anthony Mason,PF,31,CHH,81,80,3148,389,764,.509,0,4,.000,389,760,.512,.509,261,402,.649,177,649,826,342,68,18,146,182,1039,masonan01
244,Tony Massenburg,C,30,VAN,61,13,894,148,309,.479,0,0,,148,309,.479,.479,100,137,.730,80,152,232,21,25,24,60,123,396,masseto01
245,Vernon Maxwell,SG,32,TOT,42,0,636,103,258,.399,37,112,.330,66,146,.452,.471,48,60,.800,14,43,57,52,16,4,40,71,291,maxweve01
245,Vernon Maxwell,SG,32,ORL,11,0,169,26,78,.333,6,26,.231,20,52,.385,.372,23,26,.885,5,8,13,12,2,1,12,20,81,maxweve01
245,Vernon Maxwell,SG,32,CHH,31,0,467,77,180,.428,31,86,.360,46,94,.489,.514,25,34,.735,9,35,44,40,14,3,28,51,210,maxweve01
246,Lee Mayberry,PG,27,VAN,79,32,1835,131,349,.375,63,180,.350,68,169,.402,.466,38,51,.745,19,95,114,349,65,10,113,164,363,maybele01
247,Bob McCann,SF,33,TOR,1,0,5,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,0,0,0,1,0,mccanbo01
248,Walter McCarty,SF,23,BOS,82,64,2340,295,730,.404,54,175,.309,241,555,.434,.441,144,194,.742,141,223,364,177,110,44,141,274,788,mccarwa01
249,George McCloud,SF,30,PHO,63,13,1213,173,427,.405,71,208,.341,102,219,.466,.488,39,51,.765,45,173,218,84,54,13,63,132,456,mccloge01
250,Xavier McDaniel,SF,34,NJN,20,0,180,10,30,.333,0,0,,10,30,.333,.333,5,8,.625,12,19,31,9,3,2,8,23,25,mcdanxa01
251,Michael McDonald,C,28,CHH,1,0,4,0,0,,0,0,,0,0,,,0,0,,1,0,1,0,0,0,2,1,0,mcdonmi01
252,Antonio McDyess,PF,23,PHO,81,81,2441,497,927,.536,0,2,.000,497,925,.537,.536,231,329,.702,206,407,613,106,100,135,142,292,1225,mcdyean01
253,Tracy McGrady*,SF,18,TOR,64,17,1179,179,398,.450,14,41,.341,165,357,.462,.467,79,111,.712,105,164,269,98,49,61,66,86,451,mcgratr01
254,Jim McIlvaine,C,25,SEA,78,72,1211,101,223,.453,0,3,.000,101,220,.459,.453,45,81,.556,96,163,259,19,24,137,54,240,247,mcilvji01
255,Derrick McKey,SF,31,IND,57,4,1316,150,327,.459,4,17,.235,146,310,.471,.465,55,77,.714,74,137,211,88,57,30,79,156,359,mckeyde01
256,Aaron McKie,SG-SF,25,TOT,81,32,1813,139,381,.365,12,63,.190,127,318,.399,.381,42,55,.764,58,173,231,175,101,13,76,164,332,mckieaa01
256,Aaron McKie,SF,25,DET,24,1,472,43,104,.413,3,17,.176,40,87,.460,.428,20,23,.870,24,44,68,38,23,1,24,47,109,mckieaa01
256,Aaron McKie,SG,25,PHI,57,31,1341,96,277,.347,9,46,.196,87,231,.377,.363,22,32,.688,34,129,163,137,78,12,52,117,223,mckieaa01
257,Nate McMillan,SG,33,SEA,18,1,279,23,67,.343,15,34,.441,8,33,.242,.455,1,1,1.000,13,27,40,55,14,4,12,41,62,mcmilna01
258,Ron Mercer,SG,21,BOS,80,62,2662,515,1145,.450,3,28,.107,512,1117,.458,.451,188,224,.839,109,171,280,176,125,17,132,213,1221,mercero01
259,Marko Milič,SF,20,PHO,33,0,163,39,64,.609,3,6,.500,36,58,.621,.633,11,17,.647,10,15,25,12,10,0,21,17,92,milicma01
260,Anthony Miller,PF,26,ATL,37,0,228,29,52,.558,0,0,,29,52,.558,.558,21,39,.538,30,40,70,3,15,3,14,41,79,millean01
261,Oliver Miller,C,27,TOR,64,53,1628,170,369,.461,0,4,.000,170,365,.466,.461,61,101,.604,146,254,400,196,58,72,131,184,401,milleol01
262,Reggie Miller*,SG,32,IND,81,81,2795,516,1081,.477,164,382,.429,352,699,.504,.553,382,440,.868,46,186,232,171,78,11,128,148,1578,millere01
263,Chris Mills,SF,28,NYK,80,29,2183,292,675,.433,40,137,.292,252,538,.468,.462,152,189,.804,120,288,408,133,45,30,107,218,776,millsch01
264,Terry Mills,PF,30,MIA,50,0,782,81,206,.393,25,81,.309,56,125,.448,.454,25,33,.758,34,118,152,39,19,9,45,129,212,millste01
265,Greg Minor,SG,26,BOS,69,16,1126,140,321,.436,6,31,.194,134,290,.462,.445,59,86,.686,55,95,150,88,53,11,43,100,345,minorgr01
266,Sam Mitchell,SF,34,MIN,81,33,2239,371,800,.464,15,43,.349,356,757,.470,.473,243,292,.832,118,267,385,107,64,22,66,200,1000,mitchsa01
267,Eric Montross,C,26,TOT,48,30,691,61,144,.424,0,0,,61,144,.424,.424,16,40,.400,69,130,199,11,13,27,29,127,138,montrer01
267,Eric Montross,C,26,PHI,20,20,337,30,76,.395,0,0,,30,76,.395,.395,7,19,.368,28,64,92,7,7,12,15,61,67,montrer01
267,Eric Montross,C,26,DET,28,10,354,31,68,.456,0,0,,31,68,.456,.456,9,21,.429,41,66,107,4,6,15,14,66,71,montrer01
268,Chris Morris,SF,32,UTA,54,1,538,85,207,.411,19,62,.306,66,145,.455,.457,44,61,.721,35,79,114,24,25,17,33,61,233,morrich01
269,Lawrence Moten,SG,25,WAS,8,0,27,3,13,.231,0,1,.000,3,12,.250,.231,3,4,.750,1,0,1,3,0,0,1,6,9,motenla01
270,Alonzo Mourning*,C,27,MIA,58,56,1939,403,732,.551,0,0,,403,732,.551,.551,309,465,.665,193,365,558,52,40,130,179,208,1115,mournal01
271,Chris Mullin*,SF,34,IND,82,82,2177,333,692,.481,107,243,.440,226,449,.503,.559,154,164,.939,38,211,249,186,95,39,117,186,927,mullich01
272,Eric Murdock,PG,29,MIA,82,1,1395,177,419,.422,28,91,.308,149,328,.454,.456,125,156,.801,39,117,156,219,103,13,104,173,507,murdoer01
273,Lamond Murray,SF,24,LAC,79,65,2579,473,984,.481,54,153,.353,419,831,.504,.508,220,294,.748,172,312,484,142,118,54,171,193,1220,murrala01
274,Tracy Murray,SF,26,WAS,82,12,2227,449,1007,.446,158,403,.392,291,604,.482,.524,182,209,.871,75,202,277,84,67,25,102,167,1238,murratr01
275,Dikembe Mutombo*,C,31,ATL,82,82,2917,399,743,.537,0,0,,399,743,.537,.537,303,452,.670,276,656,932,82,34,277,168,254,1101,mutomdi01
276,Martin Müürsepp,PF,23,DAL,41,7,603,83,191,.435,16,38,.421,67,153,.438,.476,51,67,.761,46,68,114,30,29,14,29,96,233,muursma01
277,Pete Myers,SG,34,NYK,9,0,40,5,10,.500,0,0,,5,10,.500,.500,4,6,.667,5,5,10,3,4,0,4,7,14,myerspe01
278,Steve Nash*,PG,23,PHO,76,9,1664,268,584,.459,81,195,.415,187,389,.481,.528,74,86,.860,32,128,160,262,63,4,98,145,691,nashst01
279,Ivano Newbill,PF,27,VAN,28,2,249,20,57,.351,1,1,1.000,19,56,.339,.360,17,30,.567,24,45,69,9,10,3,17,38,58,newbiiv01
280,Johnny Newman,SF,34,DEN,74,15,2176,344,799,.431,36,105,.343,308,694,.444,.453,365,445,.820,50,91,141,138,77,24,147,208,1089,newmajo01
281,Jeff Nordgaard,PF,24,MIL,13,0,48,5,18,.278,0,0,,5,18,.278,.278,8,9,.889,4,10,14,3,2,0,3,7,18,nordgje01
282,Charles O'Bannon,SG,22,DET,30,0,234,26,69,.377,0,3,.000,26,66,.394,.377,12,15,.800,14,19,33,17,9,1,9,15,64,obannch01
283,Jermaine O'Neal,PF,19,POR,60,9,808,112,231,.485,0,2,.000,112,229,.489,.485,45,89,.506,80,121,201,17,15,58,55,101,269,onealje01
284,Shaquille O'Neal*,C,25,LAL,60,57,2175,670,1147,.584,0,0,,670,1147,.584,.584,359,681,.527,208,473,681,142,39,144,175,193,1699,onealsh01
285,Charles Oakley,PF,34,NYK,79,79,2734,307,698,.440,0,6,.000,307,692,.444,.440,97,114,.851,218,506,724,201,123,22,126,280,711,oaklech01
286,Hakeem Olajuwon*,C,35,HOU,47,45,1633,306,633,.483,0,3,.000,306,630,.486,.483,160,212,.755,116,344,460,143,84,96,126,152,772,olajuha01
287,Brian Oliver,SG,29,ATL,5,0,61,7,19,.368,0,0,,7,19,.368,.368,1,4,.250,3,6,9,2,1,0,1,4,15,olivebr01
288,Jimmy Oliver,SG,28,WAS,1,0,10,2,4,.500,1,2,.500,1,2,.500,.625,0,0,,0,2,2,1,0,0,0,1,5,oliveji01
289,Kevin Ollie,PG,25,TOT,35,0,430,37,98,.378,0,1,.000,37,97,.381,.378,49,70,.700,9,30,39,65,13,0,44,31,123,ollieke01
289,Kevin Ollie,PG,25,DAL,16,0,214,14,42,.333,0,0,,14,42,.333,.333,18,25,.720,6,15,21,32,6,0,16,16,46,ollieke01
289,Kevin Ollie,PG,25,ORL,19,0,216,23,56,.411,0,1,.000,23,55,.418,.411,31,45,.689,3,15,18,33,7,0,28,15,77,ollieke01
290,Greg Ostertag,C,24,UTA,63,23,1288,115,239,.481,0,0,,115,239,.481,.481,67,140,.479,134,240,374,25,28,132,74,166,297,ostergr01
291,Bo Outlaw,PF,26,ORL,82,76,2953,301,543,.554,1,4,.250,300,539,.557,.555,180,313,.575,255,382,637,216,107,181,175,260,783,outlabo01
292,Doug Overton,PG,28,PHI,23,2,277,24,63,.381,0,3,.000,24,60,.400,.381,14,16,.875,2,12,14,37,8,1,23,34,62,overtdo01
293,Billy Owens,SF,28,SAC,78,78,2348,338,728,.464,26,70,.371,312,658,.474,.482,116,197,.589,170,412,582,219,93,38,153,231,818,owensbi01
294,Robert Pack,PG,28,DAL,12,10,292,33,98,.337,3,6,.500,30,92,.326,.352,25,36,.694,8,26,34,42,20,1,38,17,94,packro01
295,Anthony Parker,SG,22,PHI,37,0,196,25,63,.397,9,28,.321,16,35,.457,.468,13,20,.650,8,18,26,19,11,3,11,17,72,parkean01
296,Cherokee Parks,C,25,MIN,79,43,1703,224,449,.499,0,1,.000,224,448,.500,.499,110,169,.651,140,297,437,53,36,86,66,237,558,parksch02
297,Gary Payton*,PG,29,SEA,82,82,3145,579,1278,.453,134,397,.338,445,881,.505,.505,279,375,.744,77,299,376,679,185,18,229,195,1571,paytoga01
