Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Player-additional
93,Andrew DeClercq,C,23,GSW,71,1065,12.5,.552,.000,.553,13.6,19.7,16.6,4.9,1.6,1.9,18.3,17.4,,0.8,0.7,1.6,.070,,-3.8,-1.0,-4.8,-0.8,declean01
94,Terry Dehere,PG,25,LAC,73,1053,12.4,.524,.418,.386,1.6,9.2,5.3,24.6,1.3,0.2,17.6,23.1,,0.7,0.5,1.2,.056,,-1.2,-1.5,-2.8,-0.2,deherte01
95,Vinny Del Negro,SG,30,SAS,72,2243,14.4,.529,.179,.165,2.0,9.5,5.6,18.6,1.4,0.2,9.9,19.3,,3.2,-0.1,3.1,.066,,-0.1,-1.4,-1.5,0.3,delnevi01
96,Bison Dele,C,27,CHI,9,138,13.7,.453,.000,.238,11.6,15.3,13.5,13.5,1.2,2.7,13.6,26.1,,0.0,0.2,0.2,.073,,-3.6,-1.3,-4.9,-0.1,delebi01
97,Tony Delk,PG,23,CHH,61,867,14.2,.596,.438,.199,4.5,9.2,6.9,18.5,2.3,0.5,19.6,18.8,,1.0,0.6,1.6,.087,,0.9,-0.6,0.3,0.5,delkto01
98,Dell Demps,SG,26,ORL,2,10,1.9,.258,.333,.667,0.0,0.0,0.0,0.0,5.4,0.0,0.0,17.9,,0.0,0.0,0.0,-0.070,,-7.0,2.9,-4.2,0.0,dempsde01
99,Vlade Divac*,C,28,CHH,81,2840,17.9,.533,.055,.306,10.6,20.0,15.5,17.5,2.0,4.7,16.7,19.1,,3.4,3.9,7.3,.123,,0.6,2.0,2.5,3.3,divacvl01
100,Sherman Douglas,PG,30,MIL,79,2316,14.6,.557,.187,.280,3.0,7.2,5.1,29.7,1.8,0.3,18.3,16.8,,3.4,1.2,4.6,.095,,0.6,-0.8,-0.2,1.1,douglsh01
101,Greg Dreiling,C,34,DAL,40,389,7.3,.466,.014,.365,5.6,17.3,11.3,4.5,1.1,1.4,9.5,11.2,,0.0,0.3,0.4,.045,,-5.4,0.2,-5.1,-0.3,dreilgr01
102,Clyde Drexler*,SG,34,HOU,62,2271,19.9,.548,.373,.298,6.3,12.4,9.5,26.4,2.7,1.2,13.3,23.5,,4.8,3.4,8.1,.172,,3.4,1.5,4.8,3.9,drexlcl01
103,Nate Driggers,SG,23,BOS,15,132,6.8,.366,.209,.326,9.7,9.4,9.6,6.8,1.1,1.1,10.9,17.9,,-0.2,0.0,-0.2,-0.059,,-4.5,-3.1,-7.5,-0.2,driggna01
104,Kevin Duckworth,C,32,LAC,26,384,6.1,.473,.039,.155,6.7,11.7,9.1,6.6,1.2,2.2,23.1,16.6,,-0.5,0.3,-0.2,-0.030,,-5.7,0.0,-5.7,-0.3,duckwke01
105,Chris Dudley,C,31,POR,81,1840,10.1,.449,.000,.468,13.5,24.4,19.1,3.2,1.1,4.0,18.5,10.6,,0.0,3.4,3.5,.091,,-2.9,1.1,-1.9,0.0,dudlech02
106,Joe Dumars*,SG,33,DET,79,2923,15.6,.586,.439,.293,1.7,6.4,4.1,18.7,1.1,0.0,11.5,18.9,,6.8,2.0,8.8,.144,,2.6,-1.0,1.6,2.7,dumarjo01
107,Tony Dumas,SG,24,TOT,24,278,5.2,.402,.292,.260,1.2,5.5,3.3,15.0,1.9,0.6,13.0,20.3,,-0.5,0.1,-0.3,-0.055,,-6.9,-0.7,-7.6,-0.4,dumasto01
107,Tony Dumas,SG,24,DAL,18,227,6.1,.413,.312,.299,1.5,5.7,3.6,16.4,2.4,0.3,14.7,20.7,,-0.4,0.1,-0.2,-0.046,,-6.6,-0.3,-6.9,-0.3,dumasto01
107,Tony Dumas,SG,24,PHO,6,51,1.2,.352,.211,.105,0.0,4.5,2.3,8.7,0.0,1.5,4.8,18.4,,-0.1,0.0,-0.1,-0.092,,-8.2,-2.5,-10.7,-0.1,dumasto01
108,Acie Earl,C,26,TOT,47,500,10.7,.433,.028,.467,8.0,14.7,11.3,6.7,1.6,4.5,13.9,22.7,,-0.5,0.5,0.0,-0.004,,-4.3,-0.2,-4.5,-0.3,earlac01
108,Acie Earl,C,26,TOR,38,457,10.0,.431,.032,.446,8.2,13.7,10.9,6.5,1.4,4.7,14.9,21.6,,-0.5,0.4,-0.1,-0.012,,-4.4,-0.2,-4.5,-0.3,earlac01
108,Acie Earl,C,26,MIL,9,43,18.6,.446,.000,.609,5.7,25.5,15.7,8.2,3.7,1.7,6.4,33.6,,0.0,0.1,0.1,.088,,-3.4,-0.6,-3.9,0.0,earlac01
109,Tyus Edney,PG,23,SAC,70,1376,12.7,.499,.107,.550,2.9,6.8,4.8,25.4,2.3,0.1,18.7,19.5,,0.7,0.8,1.5,.054,,-1.6,-0.8,-2.4,-0.1,edneyty01
110,Blue Edwards,SF,31,VAN,61,1439,10.0,.472,.194,.238,3.9,11.5,7.6,13.5,1.4,1.1,13.8,18.9,,-0.4,0.3,-0.1,-0.003,,-3.2,-1.6,-4.8,-1.0,edwarbl01
111,Kevin Edwards,PG,31,NJN,32,477,9.8,.470,.235,.235,1.9,8.2,4.9,19.5,1.9,0.6,19.5,22.4,,-0.4,0.2,-0.2,-0.021,,-2.9,-2.1,-5.1,-0.4,edwarke01
112,Craig Ehlo,SG,35,SEA,62,848,7.6,.412,.383,.105,5.6,10.1,7.8,12.3,2.3,0.4,14.8,16.4,,-0.7,1.0,0.3,.018,,-3.3,0.1,-3.2,-0.2,ehlocr01
113,Howard Eisley,PG,24,UTA,82,1083,11.1,.530,.234,.289,2.4,7.0,4.8,27.7,2.2,0.8,24.1,19.6,,0.1,1.1,1.2,.052,,-2.0,-0.3,-2.2,-0.1,eisleho01
114,Mario Elie,SF,33,HOU,78,2687,14.3,.662,.489,.395,2.7,7.2,5.1,17.6,1.8,0.3,16.4,13.9,,6.3,2.6,8.9,.159,,0.8,0.7,1.5,2.4,eliema01
115,Sean Elliott,SF,28,SAS,39,1393,14.0,.529,.272,.422,4.0,12.7,8.2,15.5,0.9,1.4,13.9,21.3,,1.4,0.1,1.5,.051,,0.3,-1.7,-1.4,0.2,elliose01
116,Dale Ellis,SF,36,DEN,82,2940,12.9,.537,.459,.228,3.9,7.4,5.7,9.8,1.1,0.2,10.3,21.5,,3.2,0.0,3.1,.051,,0.4,-2.3,-1.9,0.0,ellisda01
117,LaPhonso Ellis,PF,26,DEN,55,2002,18.2,.529,.255,.278,6.2,15.7,11.0,12.7,1.1,1.4,9.3,28.0,,2.7,0.9,3.6,.087,,2.2,-1.7,0.5,1.3,ellisla01
118,Pervis Ellison,PF,29,BOS,6,125,6.5,.412,.000,.313,7.7,17.0,12.0,4.4,2.0,5.4,27.8,8.7,,-0.1,0.1,0.0,-0.001,,-5.2,2.2,-3.1,0.0,ellispe01
119,Brian Evans,SF,23,ORL,14,59,11.7,.455,.364,.000,1.9,14.3,8.0,20.5,0.9,2.6,8.3,18.7,,0.0,0.1,0.1,.070,,0.1,0.6,0.7,0.0,evansbr01
120,Patrick Ewing*,C,34,NYK,78,2887,21.3,.548,.007,.434,7.5,26.4,17.3,10.8,1.3,5.3,14.4,29.8,,2.9,6.9,9.8,.163,,0.9,1.9,2.8,3.5,ewingpa01
121,Jamie Feick,PF-C,22,TOT,41,624,11.1,.405,.089,.427,15.3,26.3,20.6,6.6,1.4,1.8,14.3,16.2,,-0.3,0.5,0.2,.016,,-3.5,-2.3,-5.8,-0.6,feickja01
121,Jamie Feick,C,22,CHH,3,10,16.3,.512,.250,.500,12.5,23.5,18.2,0.0,0.0,7.5,0.0,23.0,,0.0,0.0,0.0,.098,,-1.6,-1.5,-3.1,0.0,feickja01
121,Jamie Feick,PF,22,SAS,38,614,11.0,.402,.085,.425,15.3,26.3,20.6,6.7,1.4,1.7,14.6,16.1,,-0.3,0.5,0.2,.014,,-3.6,-2.3,-5.9,-0.6,feickja01
122,Duane Ferrell,SF,31,IND,62,1115,11.6,.521,.131,.279,6.2,8.8,7.5,10.3,1.8,0.4,12.7,18.0,,0.7,1.1,1.9,.081,,-1.3,0.4,-0.9,0.3,ferredu01
123,Danny Ferry,PF,30,CLE,82,2633,11.7,.523,.358,.110,4.0,12.8,8.3,10.4,1.2,1.1,10.1,17.6,,2.2,3.4,5.6,.102,,-0.6,0.2,-0.4,1.0,ferryda01
124,Michael Finley,SF,23,TOT,83,2790,14.5,.530,.261,.229,3.6,11.9,7.8,14.3,1.3,0.7,12.2,22.0,,2.3,1.6,3.9,.067,,1.0,-0.7,0.3,1.6,finlemi01
124,Michael Finley,SF,23,PHO,27,796,14.6,.538,.185,.232,5.0,12.5,8.8,13.9,1.2,0.4,11.8,21.0,,0.8,0.4,1.2,.074,,0.7,-0.6,0.1,0.4,finlemi01
124,Michael Finley,SF,23,DAL,56,1994,14.5,.527,.291,.227,3.1,11.7,7.3,14.4,1.4,0.8,12.4,22.4,,1.5,1.1,2.7,.064,,1.1,-0.8,0.3,1.2,finlemi01
125,Matt Fish,C,27,TOT,6,8,-3.2,.333,.000,.000,14.8,57.7,36.6,0.0,0.0,0.0,40.0,28.1,,-0.1,0.0,0.0,-0.287,,-16.0,-3.0,-19.0,0.0,fishma01
125,Matt Fish,C,27,WSB,5,7,-3.7,.333,.000,.000,17.0,65.9,41.8,0.0,0.0,0.0,40.0,32.1,,-0.1,0.0,0.0,-0.331,,-17.7,-3.4,-21.1,0.0,fishma01
125,Matt Fish,C,27,MIA,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.025,,-4.1,-0.4,-4.5,0.0,fishma01
126,Derek Fisher,PG,22,LAL,80,921,11.0,.491,.279,.458,3.1,8.8,6.0,20.1,2.3,0.4,18.4,18.8,,0.0,1.0,1.1,.056,,-2.9,0.2,-2.7,-0.1,fishede01
127,Greg Foster,C,28,UTA,79,920,8.4,.508,.012,.265,8.1,16.8,12.7,5.0,0.6,1.8,16.5,16.5,,0.0,1.0,1.0,.054,,-4.4,-1.0,-5.4,-0.8,fostegr01
128,Rick Fox,SF,27,BOS,76,2650,16.5,.551,.293,.277,4.6,13.2,8.6,17.8,3.2,1.1,14.3,20.1,,3.3,1.9,5.2,.094,,1.0,0.7,1.7,2.5,foxri01
129,Todd Fuller,C,22,GSW,75,949,10.4,.483,.000,.414,13.5,17.7,15.6,4.0,0.6,1.6,14.2,17.2,,0.4,0.3,0.7,.034,,-3.4,-2.4,-5.8,-0.9,fulleto02
130,Kevin Gamble,SF,31,SAC,62,953,11.6,.529,.392,.035,1.6,11.6,6.5,12.9,1.2,1.3,8.5,14.9,,1.1,0.6,1.6,.082,,-0.2,-0.1,-0.3,0.4,gamblke01
131,Kevin Garnett*,SF,20,MIN,77,2995,18.2,.537,.019,.247,7.6,16.8,12.2,14.1,1.9,4.1,12.5,21.3,,3.4,3.9,7.3,.116,,1.1,1.1,2.2,3.2,garneke01
132,Dean Garrett,C,30,MIN,68,1665,17.7,.603,.000,.355,10.7,24.4,17.6,3.8,1.3,4.3,7.0,13.3,,3.7,2.5,6.2,.179,,0.4,0.6,1.0,1.3,garrede01
133,Chris Gatling,PF,29,TOT,47,1283,23.9,.580,.010,.528,11.9,21.7,16.7,4.7,1.6,1.9,13.5,31.7,,2.4,1.5,3.9,.145,,2.5,-1.6,0.8,0.9,gatlich01
133,Chris Gatling,PF,29,DAL,44,1191,24.4,.585,.010,.540,12.1,22.0,17.0,4.7,1.6,2.1,13.7,32.1,,2.2,1.4,3.7,.147,,2.7,-1.7,1.0,0.9,gatlich01
133,Chris Gatling,PF,29,NJN,3,92,16.9,.510,.000,.372,8.9,17.5,12.9,5.8,2.3,0.0,10.7,26.0,,0.1,0.1,0.2,.108,,-0.6,-1.0,-1.6,0.0,gatlich01
134,Reggie Geary,PG,23,CLE,39,246,8.7,.454,.362,.190,2.1,5.9,4.0,24.7,3.1,0.7,19.3,15.8,,-0.1,0.4,0.3,.056,,-3.8,2.4,-1.4,0.0,gearyre01
135,Matt Geiger,C,27,CHH,49,1044,14.3,.538,.057,.363,12.0,17.8,15.0,6.2,1.0,1.9,14.2,21.3,,1.0,0.9,1.9,.085,,-1.9,-1.3,-3.2,-0.3,geigema01
136,Kendall Gill,SF,28,NJN,82,3199,19.6,.530,.151,.369,5.8,11.4,8.4,18.3,2.5,1.1,11.4,25.4,,6.6,2.2,8.8,.132,,2.8,0.1,2.9,4.0,gillke01
137,Armen Gilliam,PF,32,MIL,80,2050,13.6,.543,.000,.496,8.2,21.5,14.8,4.1,1.6,1.5,14.2,16.8,,1.9,2.2,4.1,.097,,-1.5,-0.2,-1.7,0.2,gilliar01
138,Anthony Goldwire,PG,25,TOT,60,1188,12.1,.531,.464,.236,1.2,7.0,4.1,29.1,1.5,0.1,17.3,17.0,,1.4,0.3,1.7,.067,,-0.4,-1.4,-1.8,0.1,goldwan01
138,Anthony Goldwire,PG,25,CHH,33,576,11.6,.554,.532,.260,0.7,7.1,4.0,25.2,1.8,0.1,19.3,17.4,,0.6,0.2,0.8,.068,,-0.4,-0.8,-1.1,0.1,goldwan01
138,Anthony Goldwire,PG,25,DEN,27,612,12.6,.511,.403,.216,1.7,6.8,4.3,32.8,1.2,0.1,15.4,16.6,,0.8,0.0,0.8,.066,,-0.4,-2.1,-2.5,-0.1,goldwan01
139,Greg Graham,SG,26,SEA,28,197,12.6,.476,.388,.500,1.2,6.7,4.0,9.2,3.2,0.4,9.3,25.0,,0.0,0.3,0.3,.065,,-3.5,-1.1,-4.6,-0.1,grahagr01
140,Brian Grant,PF,24,SAC,24,607,14.5,.511,.000,.435,9.3,18.1,13.6,7.6,1.7,3.1,15.1,21.5,,0.3,0.7,1.0,.075,,-2.2,-0.4,-2.6,-0.1,grantbr01
141,Gary Grant,PG,31,MIA,28,365,9.1,.460,.418,.200,2.6,9.6,6.2,20.4,2.4,0.0,18.4,18.9,,-0.2,0.6,0.4,.052,,-3.3,1.2,-2.1,0.0,grantga01
142,Harvey Grant,PF,31,WSB,78,1604,8.8,.477,.283,.124,4.7,13.9,9.3,5.8,1.5,2.2,8.3,10.1,,0.8,1.9,2.7,.081,,-2.3,1.4,-0.9,0.4,grantha01
143,Horace Grant,PF,31,ORL,67,2496,17.3,.546,.009,.258,9.4,19.0,14.1,11.4,2.2,2.0,11.3,16.1,,4.1,3.6,7.7,.148,,1.1,1.3,2.4,2.8,grantho01
144,Devin Gray,PF,24,TOT,6,49,4.6,.319,.000,.192,14.2,19.5,16.8,6.4,4.4,0.0,15.1,31.1,,-0.3,0.1,-0.2,-0.179,,-12.0,-3.2,-15.2,-0.2,grayde01
144,Devin Gray,PF,24,SAC,3,25,15.8,.313,.000,.364,13.8,28.3,21.0,12.6,6.3,0.0,0.0,22.9,,0.0,0.1,0.0,.070,,-4.3,0.4,-3.9,0.0,grayde01
144,Devin Gray,PF,24,SAS,3,24,-7.1,.324,.000,.067,14.5,10.4,12.5,0.0,2.3,0.0,24.5,39.6,,-0.2,0.0,-0.2,-0.439,,-19.9,-7.0,-26.9,-0.2,grayde01
145,Evric Gray,SF,27,NJN,5,42,2.8,.388,.267,.267,2.4,5.5,3.9,7.2,1.2,0.0,15.2,20.1,,-0.1,0.0,-0.1,-0.080,,-6.3,-2.9,-9.2,-0.1,grayev01
146,Jeff Grayer,SG,31,SAC,25,316,10.0,.496,.133,.241,7.7,6.3,7.0,12.5,1.3,1.7,14.0,15.2,,0.2,0.1,0.3,.049,,-2.4,-0.7,-3.1,-0.1,grayeje01
147,A.C. Green,PF,33,TOT,83,2492,12.4,.523,.041,.407,10.2,20.5,15.3,4.4,1.5,0.5,11.5,11.8,,2.4,2.4,4.8,.093,,-1.0,-0.4,-1.4,0.4,greenac01
147,A.C. Green,PF,33,PHO,27,548,11.6,.513,.023,.375,7.1,22.2,14.7,4.6,1.7,0.1,11.8,13.9,,0.3,0.5,0.8,.073,,-1.8,0.1,-1.6,0.0,greenac01
147,A.C. Green,PF,33,DAL,56,1944,12.6,.527,.048,.419,11.1,20.0,15.5,4.3,1.4,0.6,11.4,11.2,,2.2,1.8,4.0,.099,,-0.7,-0.5,-1.3,0.4,greenac01
148,Litterial Green,PG,26,DET,45,311,13.5,.531,.156,.734,2.5,6.3,4.4,21.4,2.9,0.3,15.0,15.9,,0.4,0.4,0.8,.119,,-1.9,1.5,-0.4,0.1,greenli01
149,Tom Gugliotta,PF,27,MIN,81,3131,19.0,.526,.069,.423,7.1,19.3,13.3,19.3,2.2,2.1,15.6,27.5,,2.6,4.2,6.7,.103,,1.2,0.5,1.7,2.9,guglito01
150,Jack Haley,C,33,NJN,20,74,19.6,.441,.000,.514,17.9,29.5,23.4,11.6,0.7,1.0,4.2,27.3,,0.2,0.1,0.2,.149,,-0.2,-3.3,-3.4,0.0,haleyja01
151,Darvin Ham,SF,23,TOT,36,318,8.5,.536,.000,.565,10.5,9.6,10.0,6.9,1.5,1.7,22.1,14.0,,0.0,0.1,0.1,.018,,-4.3,-0.2,-4.5,-0.2,hamda01
151,Darvin Ham,SF,23,DEN,35,313,8.2,.530,.000,.541,10.7,9.7,10.2,7.1,1.3,1.7,21.8,13.8,,0.0,0.1,0.1,.018,,-4.4,-0.3,-4.7,-0.2,hamda01
151,Darvin Ham,SF,23,IND,1,5,22.5,.798,.000,2.000,0.0,0.0,0.0,0.0,10.8,0.0,34.7,26.6,,0.0,0.0,0.0,.059,,0.8,8.1,8.9,0.0,hamda01
152,Steve Hamer,C,23,BOS,35,268,8.9,.545,.035,.509,6.8,20.0,12.9,4.0,0.4,1.1,15.7,13.3,,0.1,0.1,0.2,.031,,-4.3,-2.2,-6.5,-0.3,hamerst01
153,Tom Hammonds,PF,29,DEN,81,1758,10.1,.534,.005,.432,8.9,17.0,13.0,5.8,0.5,0.9,15.7,14.3,,1.1,0.6,1.7,.046,,-3.2,-1.6,-4.8,-1.2,hammoto01
154,Darrin Hancock,SF,25,TOT,24,133,11.9,.510,.000,.400,3.7,12.4,8.1,15.0,3.7,0.6,21.1,18.4,,0.0,0.2,0.2,.062,,-4.4,1.2,-3.2,0.0,hancoda01
154,Darrin Hancock,SF,25,MIL,9,39,1.1,.333,.000,.000,3.2,12.5,7.8,14.6,2.7,0.0,40.0,11.9,,-0.1,0.0,-0.1,-0.093,,-8.4,0.9,-7.5,-0.1,hancoda01
154,Darrin Hancock,SF,25,ATL,14,86,16.2,.527,.000,.444,4.3,13.6,9.0,14.6,4.5,0.9,17.8,21.5,,0.0,0.2,0.2,.113,,-2.8,1.5,-1.2,0.0,hancoda01
154,Darrin Hancock,SF,25,SAS,1,8,18.3,.694,.000,1.000,0.0,0.0,0.0,21.1,0.0,0.0,0.0,16.7,,0.1,0.0,0.0,.274,,-2.2,-1.5,-3.7,0.0,hancoda01
155,Anfernee Hardaway,PG,25,ORL,59,2221,21.4,.554,.284,.367,4.2,9.8,6.9,28.5,2.3,1.2,11.7,25.7,,5.8,2.2,8.1,.175,,4.5,0.4,4.9,3.9,hardaan01
156,Tim Hardaway*,PG,30,MIA,81,3136,20.8,.532,.426,.263,1.9,8.5,5.2,41.9,2.6,0.2,13.0,26.6,,7.9,5.0,12.9,.198,,5.2,1.0,6.2,6.5,hardati01
157,Derek Harper,PG,35,DAL,75,2210,12.9,.516,.261,.190,1.6,5.7,3.6,25.3,2.2,0.4,15.3,17.9,,1.5,1.2,2.7,.058,,-0.9,-0.5,-1.4,0.3,harpede01
158,Ron Harper,PG,33,CHI,76,1740,13.6,.543,.463,.202,3.0,9.4,6.3,15.1,2.6,1.6,10.2,12.6,,3.0,2.7,5.7,.157,,0.3,2.4,2.7,2.1,harpero01
159,Othella Harrington,PF,23,HOU,57,860,10.8,.570,.015,.397,10.6,15.8,13.3,3.3,0.7,1.9,19.2,15.7,,0.4,1.0,1.4,.079,,-3.8,-0.9,-4.7,-0.6,harriot01
160,Lucious Harris,SG,26,PHI,54,813,10.7,.466,.337,.160,3.5,6.0,4.8,9.9,2.5,0.3,9.8,18.1,,0.2,0.2,0.4,.023,,-2.0,-0.4,-2.5,-0.1,harrilu01
161,Antonio Harvey,PF,26,SEA,6,26,23.2,.550,.000,.545,9.3,37.0,23.2,6.8,0.0,13.2,6.8,25.7,,0.1,0.1,0.1,.270,,-3.0,2.9,-0.1,0.0,harvean01
162,Hersey Hawkins,SG,30,SEA,82,2755,17.6,.616,.447,.371,4.0,10.0,7.0,14.6,3.1,0.4,12.3,17.5,,7.0,3.9,10.9,.190,,2.8,1.4,4.2,4.4,hawkihe01
163,Michael Hawkins,PG,24,BOS,29,326,10.6,.536,.456,.221,3.0,8.4,5.5,28.8,2.5,0.2,27.3,13.5,,0.1,0.1,0.2,.033,,-2.9,-1.0,-3.9,-0.2,hawkimi01
164,Shane Heal,PG,26,MIN,43,236,5.0,.378,.670,.052,1.0,8.0,4.5,22.1,0.7,1.0,14.6,22.5,,-0.5,0.1,-0.4,-0.086,,-4.0,-2.8,-6.8,-0.3,healsh01
165,Alan Henderson,PF,24,ATL,30,501,15.0,.510,.000,.463,11.4,16.1,13.8,8.3,2.3,0.9,12.9,21.1,,0.5,0.9,1.3,.126,,-2.3,0.0,-2.4,0.0,hendeal01
166,Mark Hendrickson,PF,22,PHI,29,301,11.5,.481,.156,.338,12.4,21.2,16.7,1.5,1.7,1.0,13.7,14.4,,0.1,0.2,0.3,.054,,-2.9,-2.2,-5.1,-0.2,hendrma01
167,Carl Herrera,PF,30,SAS,75,1837,10.6,.463,.010,.199,7.4,15.0,11.1,4.7,1.9,2.3,12.8,18.7,,-0.8,0.9,0.1,.002,,-4.0,-1.0,-5.0,-1.4,herreca01
168,Grant Hill*,SF,24,DET,80,3147,25.5,.556,.026,.503,5.0,23.1,14.2,36.0,2.6,1.3,14.4,28.3,,8.7,5.9,14.6,.223,,5.4,2.7,8.2,8.0,hillgr01
169,Tyrone Hill,C,28,CLE,74,2582,17.8,.626,.002,.640,12.9,24.4,18.6,6.6,1.4,1.0,16.2,17.6,,5.3,4.6,9.9,.184,,0.6,0.1,0.7,1.8,hillty01
170,Fred Hoiberg,SG,24,IND,47,572,15.9,.590,.449,.494,2.8,14.0,8.4,12.0,2.5,0.9,10.4,17.1,,1.3,0.8,2.1,.175,,1.5,2.2,3.7,0.8,hoibefr01
171,Jeff Hornacek,SG,33,UTA,82,2592,18.8,.596,.228,.381,3.1,8.2,5.8,22.1,2.6,0.8,11.8,20.3,,7.2,3.0,10.2,.190,,3.0,1.0,4.0,3.9,hornaje01
172,Robert Horry,SF,26,TOT,54,1395,13.0,.529,.428,.250,5.7,13.9,9.8,11.9,2.5,3.0,15.3,15.2,,1.0,1.9,2.9,.098,,-0.7,2.0,1.3,1.2,horryro01
172,Robert Horry,SF,26,PHO,32,719,11.1,.507,.400,.256,6.5,12.7,9.7,11.1,2.0,2.7,17.5,16.5,,0.0,0.7,0.7,.046,,-1.4,1.1,-0.3,0.3,horryro01
172,Robert Horry,SF,26,LAL,22,676,15.0,.556,.461,.242,4.8,15.1,10.0,12.8,3.0,3.3,12.5,13.8,,1.0,1.2,2.2,.153,,0.1,2.9,3.0,0.9,horryro01
173,Allan Houston,SG,25,NYK,81,2681,11.3,.531,.372,.211,2.0,8.5,5.4,11.9,0.8,0.5,12.9,22.2,,1.5,3.2,4.7,.084,,-0.6,-0.5,-1.1,0.6,houstal01
174,Juwan Howard,SF,23,WSB,82,3324,16.1,.529,.002,.296,7.2,15.6,11.5,15.2,1.5,0.5,14.2,23.4,,3.3,3.7,7.0,.101,,0.1,-0.5,-0.3,1.4,howarju01
175,Stephen Howard,SF,26,TOT,49,418,16.0,.613,.000,.750,9.0,15.9,12.6,4.2,2.5,2.4,14.8,18.7,,0.7,0.6,1.3,.149,,-1.4,0.6,-0.8,0.1,howarst01
175,Stephen Howard,SF,26,SAS,7,69,19.5,.716,.000,1.167,6.7,9.0,7.8,2.4,6.4,2.3,21.6,15.6,,0.2,0.1,0.2,.172,,0.3,5.5,5.8,0.1,howarst01
175,Stephen Howard,SF,26,UTA,42,349,15.4,.598,.000,.698,9.5,17.2,13.6,4.5,1.7,2.4,13.7,19.4,,0.5,0.5,1.1,.144,,-1.8,-0.3,-2.1,0.0,howarst01
176,Lindsey Hunter,PG,26,DET,82,3023,13.4,.515,.449,.195,2.5,7.0,4.8,8.9,2.4,0.7,7.8,20.1,,3.0,3.4,6.4,.101,,0.0,0.5,0.5,1.9,hunteli01
177,Bobby Hurley,PG,25,SAC,49,632,10.4,.482,.360,.424,1.6,5.4,3.5,33.8,2.3,0.4,27.1,14.4,,0.1,0.3,0.4,.031,,-2.1,-1.1,-3.2,-0.2,hurlebo01
178,Allen Iverson*,PG,21,PHI,76,3045,18.0,.513,.303,.362,4.0,7.2,5.6,33.6,2.6,0.6,16.2,28.9,,3.1,1.0,4.1,.065,,2.5,-1.6,0.9,2.2,iversal01
179,Jaren Jackson,SG,29,WSB,75,1133,10.1,.520,.480,.210,3.2,10.3,6.8,8.3,2.1,1.1,14.3,16.6,,0.3,1.3,1.6,.067,,-2.1,0.7,-1.4,0.1,jacksja01
180,Jim Jackson,SG-SF,26,TOT,77,2831,15.1,.526,.240,.301,5.1,11.5,8.2,19.4,1.6,0.9,15.1,21.6,,2.8,1.6,4.4,.075,,0.7,-0.9,-0.1,1.3,jacksji01
180,Jim Jackson,SG,26,DAL,46,1676,15.2,.532,.236,.320,5.5,10.3,7.9,16.8,1.8,0.7,13.8,21.3,,1.8,1.1,2.8,.081,,0.7,-0.8,-0.1,0.8,jacksji01
180,Jim Jackson,SF,26,NJN,31,1155,15.0,.518,.245,.277,4.5,13.2,8.6,23.2,1.3,1.1,17.0,22.0,,1.1,0.5,1.6,.066,,0.8,-1.0,-0.2,0.5,jacksji01
181,Mark Jackson,PG,31,TOT,82,3054,15.7,.525,.262,.314,3.5,11.4,7.5,48.2,1.7,0.3,26.2,15.5,,4.4,1.8,6.1,.097,,2.0,-0.9,1.1,2.4,jacksma01
181,Mark Jackson,PG,31,DEN,52,2001,16.2,.528,.268,.301,4.1,11.3,7.7,50.0,1.3,0.3,25.2,15.3,,3.6,0.5,4.0,.097,,2.2,-1.4,0.7,1.4,jacksma01
181,Mark Jackson,PG,31,IND,30,1053,14.8,.519,.251,.339,2.3,11.6,7.0,44.8,2.4,0.2,28.1,15.9,,0.8,1.3,2.1,.096,,1.7,0.1,1.8,1.0,jacksma01
182,Henry James,PF,31,ATL,53,945,10.2,.553,.592,.118,3.5,6.7,5.1,3.8,0.6,0.1,8.3,17.5,,1.3,0.7,2.0,.103,,-0.4,-1.7,-2.1,-0.1,jameshe01
183,Chris Jent,SF,27,NYK,3,10,16.0,.500,.500,.000,12.4,0.0,6.0,19.0,0.0,0.0,0.0,27.6,,0.0,0.0,0.0,.194,,3.8,-4.1,-0.2,0.0,jentch01
184,Avery Johnson,PG,31,SAS,76,2472,15.0,.517,.038,.296,1.5,5.8,3.6,35.5,2.1,0.5,15.9,17.3,,3.4,0.0,3.4,.066,,0.2,-1.3,-1.1,0.6,johnsav01
185,Eddie Johnson,SF,37,TOT,52,913,13.4,.541,.362,.188,3.6,13.7,8.8,10.0,0.9,0.2,10.7,22.0,,0.9,0.9,1.8,.093,,-0.5,-1.3,-1.8,0.0,johnsed03
185,Eddie Johnson,SF,37,IND,28,306,11.7,.497,.206,.199,1.2,14.2,7.8,10.6,0.9,0.3,10.3,24.9,,0.0,0.3,0.3,.048,,-2.4,-1.0,-3.4,-0.1,johnsed03
185,Eddie Johnson,SF,37,HOU,24,607,14.2,.568,.456,.181,4.8,13.5,9.4,9.6,0.9,0.1,10.9,20.5,,0.9,0.6,1.5,.115,,0.4,-1.4,-1.0,0.2,johnsed03
