Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Player-additional
17,Vincent Askew,SG,30,TOT,43,838,9.7,.532,.129,.473,3.6,10.2,7.0,17.3,1.1,0.6,17.0,14.9,,0.7,0.8,1.5,.086,,-2.7,0.8,-1.9,0.0,askewvi01
17,Vincent Askew,SG,30,NJN,1,7,-2.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.022,,-7.5,-1.6,-9.1,0.0,askewvi01
17,Vincent Askew,SG,30,IND,41,822,9.9,.528,.131,.470,3.7,10.4,7.1,17.7,1.1,0.6,16.0,14.8,,0.8,0.8,1.6,.092,,-2.6,0.9,-1.7,0.1,askewvi01
17,Vincent Askew,SG,30,DEN,1,9,0.9,.773,.000,.667,0.0,0.0,0.0,0.0,0.0,0.0,50.8,39.1,,-0.1,0.0,-0.1,-0.393,,-8.9,-6.5,-15.3,0.0,askewvi01
18,Keith Askins,SF,29,MIA,78,1773,9.1,.557,.539,.182,5.9,12.2,9.1,6.7,1.6,0.8,14.6,10.7,,1.5,2.8,4.3,.116,,-1.5,1.7,0.2,1.0,askinke01
19,Stacey Augmon,SG,28,TOT,60,942,11.3,.531,.000,.441,6.2,11.4,8.8,9.4,2.4,1.5,19.6,16.2,,0.2,1.3,1.5,.076,,-2.6,1.5,-1.1,0.2,augmost01
19,Stacey Augmon,SG,28,DET,20,292,9.6,.473,.000,.532,6.1,14.6,10.4,8.5,1.9,2.8,22.1,20.7,,-0.4,0.4,0.0,.003,,-4.4,1.1,-3.3,-0.1,augmost01
19,Stacey Augmon,SG,28,POR,40,650,12.1,.564,.000,.392,6.2,9.9,8.1,9.8,2.6,0.8,18.1,14.2,,0.6,0.9,1.5,.109,,-1.8,1.6,-0.2,0.3,augmost01
20,Isaac Austin,C,27,MIA,82,1881,14.2,.536,.005,.354,8.7,21.2,15.1,9.9,1.3,1.8,17.9,22.5,,0.3,3.7,4.0,.102,,-2.5,0.8,-1.7,0.1,austiis01
21,Vin Baker,PF,25,MIL,78,3159,20.1,.553,.043,.416,10.4,20.7,15.6,12.1,1.4,2.7,14.2,25.3,,4.9,3.4,8.3,.127,,2.1,-0.1,2.0,3.2,bakervi01
22,Charles Barkley*,PF,33,HOU,53,2009,23.0,.581,.296,.600,12.9,27.7,20.7,20.6,1.8,0.9,14.7,23.2,,5.7,3.7,9.4,.224,,4.5,1.2,5.7,3.9,barklch01
23,Dana Barros,PG,29,BOS,24,708,14.0,.552,.415,.170,0.8,7.6,3.9,18.6,1.8,0.6,12.5,18.8,,0.9,0.1,1.0,.065,,1.6,-0.6,1.0,0.5,barroda01
24,Brent Barry,SG,25,LAC,59,1094,15.0,.526,.456,.245,3.1,8.9,5.9,23.1,2.5,1.1,15.3,20.3,,1.2,0.9,2.1,.090,,0.6,-0.2,0.4,0.7,barrybr01
25,Jon Barry,SG,27,ATL,58,965,13.2,.535,.504,.187,3.3,8.8,6.1,19.7,3.2,0.2,18.1,15.9,,0.9,1.5,2.4,.118,,-0.5,1.8,1.3,0.8,barryjo01
26,Benoit Benjamin,C,32,TOR,4,44,8.9,.472,.000,.333,7.8,16.5,12.0,3.7,1.2,0.0,12.7,16.0,,0.0,0.0,0.0,.033,,-3.8,-1.6,-5.4,0.0,benjabe01
27,Elmer Bennett,PG,26,TOT,9,75,5.8,.470,.474,.526,0.0,6.0,3.1,22.3,2.8,0.0,29.9,20.0,,-0.2,0.0,-0.1,-0.075,,-6.7,-1.4,-8.1,-0.1,benneel01
27,Elmer Bennett,PG,26,HOU,4,16,32.1,.579,.500,1.000,0.0,6.9,3.6,39.1,6.5,0.0,0.0,24.6,,0.1,0.0,0.1,.436,,5.8,6.0,11.8,0.1,benneel01
27,Elmer Bennett,PG,26,DEN,5,59,-1.3,.407,.462,.308,0.0,5.7,2.9,17.8,1.8,0.0,40.4,18.7,,-0.3,0.0,-0.3,-0.213,,-10.1,-3.4,-13.5,-0.2,benneel01
28,Travis Best,PG,24,IND,76,2064,13.3,.533,.250,.318,2.1,7.4,4.8,26.4,2.6,0.2,17.8,19.3,,1.8,2.3,4.1,.096,,-0.9,0.9,0.0,1.0,besttr01
29,Mookie Blaylock,PG,29,ATL,78,3056,20.4,.548,.521,.150,4.6,11.4,8.1,27.7,3.8,0.5,13.0,21.9,,7.0,5.6,12.5,.197,,4.3,2.4,6.8,6.8,blaylmo01
30,Corie Blount,PF,28,LAL,58,1009,11.9,.559,.017,.464,12.9,18.3,15.6,5.2,1.1,2.0,18.8,11.8,,1.1,1.4,2.5,.117,,-2.2,0.1,-2.1,0.0,blounco01
31,Muggsy Bogues,PG,32,CHH,65,1880,15.7,.554,.325,.144,1.7,7.2,4.5,38.6,2.4,0.1,18.6,14.5,,3.9,1.1,5.0,.127,,1.9,-0.4,1.5,1.6,boguemu01
32,Dexter Boney,SG,26,PHO,8,48,10.2,.422,.316,.421,7.3,7.2,7.3,0.0,2.1,1.5,4.3,22.1,,0.0,0.0,0.0,.013,,-4.0,-2.1,-6.1,0.0,boneyde01
33,Melvin Booker,PG,24,TOT,21,430,8.8,.536,.352,.190,1.9,6.1,4.0,19.1,0.4,0.4,19.2,14.6,,0.3,-0.1,0.1,.014,,-2.0,-1.8,-3.7,-0.2,bookeme01
33,Melvin Booker,PG,24,DEN,5,21,-5.1,.625,.500,.000,0.0,5.4,2.7,22.3,0.0,0.0,63.6,23.4,,-0.2,0.0,-0.2,-0.380,,-9.2,-7.6,-16.9,-0.1,bookeme01
33,Melvin Booker,PG,24,GSW,16,409,9.5,.533,.347,.198,2.0,6.1,4.1,18.9,0.4,0.4,15.4,14.1,,0.4,-0.1,0.3,.034,,-1.6,-1.5,-3.1,-0.1,bookeme01
34,Bruce Bowen,SF,25,MIA,1,1,37.7,,,,0.0,0.0,0.0,0.0,0.0,77.8,,0.0,,0.0,0.0,0.0,.321,,36.8,60.7,97.4,0.0,bowenbr01
35,Donnie Boyce,SG,23,ATL,22,154,7.0,.378,.254,.349,5.5,6.1,5.8,14.7,3.6,2.0,18.0,27.2,,-0.5,0.3,-0.3,-0.081,,-6.8,0.5,-6.3,-0.2,boycedo01
36,Shawn Bradley,C,24,TOT,73,2288,16.5,.478,.009,.252,10.4,19.8,14.9,4.2,0.9,8.3,11.8,22.1,,0.0,3.0,3.0,.062,,-1.9,0.8,-1.1,0.5,bradlsh01
36,Shawn Bradley,C,24,NJN,40,1228,16.3,.470,.011,.268,9.8,19.4,14.3,2.7,1.0,9.8,11.2,19.9,,0.2,1.6,1.8,.071,,-1.9,1.2,-0.6,0.4,bradlsh01
36,Shawn Bradley,C,24,DAL,33,1060,16.7,.486,.007,.236,11.1,20.4,15.7,5.9,0.9,6.5,12.4,24.5,,-0.2,1.3,1.2,.052,,-1.8,0.2,-1.6,0.1,bradlsh01
37,Mark Bradtke,C,28,PHI,36,251,9.6,.463,.000,.224,11.0,18.7,14.8,4.2,1.0,1.4,12.4,12.2,,0.1,0.1,0.2,.044,,-3.5,-1.1,-4.6,-0.2,bradtma01
38,Terrell Brandon,PG,26,CLE,78,2868,21.5,.526,.206,.226,2.1,11.7,6.8,35.6,2.8,0.9,11.0,28.3,,6.2,4.7,10.8,.181,,4.2,1.5,5.6,5.5,brandte01
39,Frank Brickowski,PF,37,BOS,17,255,6.9,.512,.274,.192,2.5,13.7,7.7,9.1,1.0,1.2,19.4,16.5,,-0.2,0.1,-0.1,-0.020,,-4.8,-0.8,-5.6,-0.2,brickfr01
40,Scott Brooks,PG,31,NYK,38,251,11.0,.625,.308,.385,3.0,5.5,4.3,17.8,4.4,0.0,27.2,11.5,,0.2,0.5,0.7,.136,,-3.0,4.5,1.5,0.2,brooksc01
41,Chucky Brown,SF,28,TOT,70,757,11.3,.552,.039,.455,6.6,17.1,11.9,5.7,0.6,2.2,9.3,12.4,,1.0,0.6,1.6,.101,,-1.6,0.0,-1.6,0.1,brownch01
41,Chucky Brown,SF,28,PHO,10,83,11.6,.551,.000,.423,4.3,18.2,11.3,7.6,0.0,1.8,11.5,18.9,,0.1,0.0,0.1,.075,,-3.1,-0.4,-3.5,0.0,brownch01
41,Chucky Brown,SF,28,MIL,60,674,11.3,.552,.047,.461,6.9,17.0,12.0,5.4,0.7,2.2,8.9,11.6,,0.9,0.5,1.5,.104,,-1.4,0.1,-1.4,0.1,brownch01
42,Dee Brown,PG,28,BOS,21,522,11.3,.455,.392,.133,1.6,9.6,5.3,19.6,3.0,1.0,12.0,16.4,,0.1,0.3,0.3,.030,,-1.7,0.7,-1.0,0.1,brownde01
43,Marcus Brown,PG,22,POR,21,184,12.9,.523,.457,.271,2.7,6.9,4.8,18.0,2.3,0.8,14.2,22.4,,0.2,0.2,0.4,.105,,-0.9,0.0,-1.0,0.0,brownma01
44,Mike Brown,C,33,PHO,6,83,11.1,.488,.000,.833,12.8,22.4,17.6,8.2,0.6,0.9,10.9,10.0,,0.1,0.1,0.2,.107,,-1.3,-1.4,-2.7,0.0,brownmi01
45,P.J. Brown,PF,27,MIA,80,2592,13.8,.505,.003,.335,11.1,19.4,15.3,5.9,1.8,2.9,13.1,15.7,,2.1,5.4,7.5,.139,,-1.5,1.6,0.1,1.3,brownpj01
46,Randy Brown,PG,28,CHI,72,1057,13.0,.461,.066,.252,3.7,8.1,5.9,18.0,4.1,1.2,13.6,18.1,,0.4,2.0,2.4,.107,,-3.0,3.0,0.0,0.5,brownra02
47,Kobe Bryant*,SF,18,LAL,71,1103,14.4,.544,.322,.393,4.9,8.7,6.8,13.8,2.3,1.6,18.5,24.7,,0.5,1.3,1.8,.079,,-0.2,0.1,-0.1,0.5,bryanko01
48,Mark Bryant,PF,31,PHO,41,1018,13.3,.589,.000,.393,7.7,16.5,12.2,7.2,1.1,0.4,12.5,16.3,,1.6,0.7,2.3,.109,,-1.3,-1.0,-2.3,-0.1,bryanma01
49,Jud Buechler,SF,28,CHI,76,703,9.8,.423,.342,.089,7.3,12.8,10.1,11.4,1.7,2.2,14.1,12.1,,0.1,1.1,1.2,.082,,-1.7,0.9,-0.9,0.2,buechju01
50,Matt Bullard,PF,29,HOU,71,1025,10.3,.535,.644,.120,1.5,11.2,6.6,10.0,1.1,1.3,11.3,15.0,,0.7,1.0,1.7,.080,,-0.4,0.1,-0.3,0.4,bullama01
51,Scott Burrell,SF,26,TOT,57,939,10.3,.483,.428,.280,6.4,13.7,10.1,12.1,1.6,1.5,14.8,17.4,,0.3,0.5,0.8,.042,,-1.7,-0.1,-1.8,0.1,burresc01
51,Scott Burrell,SF,26,CHH,28,482,10.9,.489,.420,.405,6.2,13.4,9.9,12.2,1.6,1.7,13.9,17.5,,0.3,0.4,0.6,.065,,-1.6,0.2,-1.4,0.1,burresc01
51,Scott Burrell,SF,26,GSW,29,457,9.6,.476,.436,.164,6.5,14.1,10.3,12.0,1.6,1.3,15.7,17.4,,0.0,0.2,0.2,.017,,-1.9,-0.4,-2.2,0.0,burresc01
52,Willie Burton,SF,28,ATL,24,380,8.6,.507,.397,.586,3.5,9.2,6.4,4.8,1.2,0.6,15.1,21.3,,0.1,0.4,0.5,.060,,-4.2,-0.5,-4.7,-0.3,burtowi01
53,Mitchell Butler,SG,26,POR,49,465,9.0,.503,.312,.400,5.0,8.4,6.8,10.0,1.5,0.3,15.5,16.9,,0.1,0.5,0.6,.063,,-3.0,0.1,-2.9,-0.1,butlemi02
54,Jason Caffey,PF,23,CHI,75,1405,14.3,.574,.003,.548,11.0,13.1,12.1,9.3,0.9,0.5,16.9,18.3,,2.2,1.7,3.9,.134,,-1.2,-1.2,-2.5,-0.2,caffeja01
55,Michael Cage,C,35,PHI,82,1247,10.3,.475,.000,.291,9.6,18.6,14.0,4.9,1.9,2.4,9.7,6.0,,1.0,1.0,2.0,.078,,-1.8,1.0,-0.8,0.4,cagemi01
56,Adrian Caldwell,PF,30,TOT,45,569,7.5,.443,.022,.543,10.7,21.6,16.0,3.1,1.4,1.0,19.7,10.6,,-0.2,0.4,0.2,.016,,-5.6,-1.3,-6.9,-0.7,caldwad01
56,Adrian Caldwell,PF,30,NJN,18,204,5.1,.341,.057,.486,10.0,20.3,14.8,3.5,2.0,0.4,22.0,11.4,,-0.3,0.2,-0.1,-0.030,,-6.9,-0.7,-7.6,-0.3,caldwad01
56,Adrian Caldwell,PF,30,PHI,27,365,8.8,.503,.000,.579,11.1,22.3,16.6,2.8,1.1,1.4,18.3,10.1,,0.1,0.3,0.3,.041,,-4.8,-1.6,-6.5,-0.4,caldwad01
57,Marcus Camby,C,22,TOR,63,1897,17.8,.523,.018,.339,7.9,16.7,12.2,9.6,1.8,5.5,13.0,24.3,,1.4,2.3,3.7,.095,,-0.7,0.6,-0.1,0.9,cambyma01
58,Elden Campbell,PF,28,LAL,77,2516,16.8,.520,.004,.393,9.5,18.3,14.0,8.6,1.0,3.5,10.5,22.0,,3.4,3.6,7.0,.134,,-0.6,0.0,-0.6,0.8,campbel01
59,Antoine Carr,PF,35,UTA,82,1460,12.1,.522,.006,.243,5.5,10.9,8.3,8.2,0.9,3.6,11.5,20.8,,0.8,1.6,2.4,.079,,-2.8,-0.3,-3.1,-0.4,carran01
60,Chris Carr,SG,22,MIN,55,830,13.3,.556,.325,.269,4.4,11.6,8.0,9.8,1.5,0.9,10.9,18.8,,1.0,0.6,1.7,.096,,-0.6,-0.3,-0.9,0.2,carrch01
61,Jimmy Carruth,PF,27,MIL,4,21,9.7,.727,.000,.333,0.0,23.2,11.7,0.0,0.0,7.1,22.5,9.8,,0.0,0.0,0.0,.090,,-6.1,3.1,-3.0,0.0,carruji01
62,Sam Cassell,PG,27,TOT,61,1714,18.4,.541,.295,.321,3.0,9.1,6.0,31.8,2.3,0.8,15.8,27.3,,2.7,1.1,3.9,.108,,2.2,0.0,2.2,1.8,cassesa01
62,Sam Cassell,PG,27,PHO,22,539,18.3,.550,.257,.515,2.6,8.2,5.4,30.3,2.2,0.8,16.9,29.7,,0.8,0.4,1.2,.103,,2.2,0.1,2.3,0.6,cassesa01
62,Sam Cassell,PG,27,DAL,16,398,15.8,.527,.297,.303,4.0,10.7,7.3,26.8,2.3,1.2,18.0,26.3,,0.2,0.3,0.5,.062,,-0.1,-0.3,-0.4,0.2,cassesa01
62,Sam Cassell,PG,27,NJN,23,777,19.7,.542,.318,.204,2.8,9.0,5.7,35.4,2.5,0.7,14.0,26.2,,1.8,0.4,2.2,.136,,3.5,0.1,3.6,1.1,cassesa01
63,Duane Causwell,C,28,SAC,46,581,8.9,.535,.032,.394,11.3,14.2,12.7,5.1,1.4,4.9,23.6,11.1,,0.1,0.6,0.7,.060,,-5.2,1.6,-3.6,-0.2,causwdu01
64,Cedric Ceballos,SF,27,TOT,50,1426,16.2,.522,.165,.301,8.4,18.5,13.5,7.6,1.2,1.2,10.8,24.7,,1.1,1.3,2.4,.082,,-0.1,-1.7,-1.8,0.1,cebalce01
64,Cedric Ceballos,SF,27,LAL,8,279,9.7,.480,.253,.181,4.5,17.0,10.8,8.5,0.9,1.6,15.9,17.1,,-0.1,0.3,0.2,.041,,-2.0,0.5,-1.5,0.0,cebalce01
64,Cedric Ceballos,SF,27,PHO,42,1147,17.7,.528,.152,.320,9.3,18.8,14.1,7.4,1.3,1.1,10.0,26.6,,1.2,1.0,2.2,.092,,0.4,-2.3,-1.9,0.0,cebalce01
65,Tom Chambers,PF,37,CHH,12,83,-3.9,.290,.097,.129,4.5,15.6,10.2,7.2,0.7,0.0,21.6,23.7,,-0.5,0.0,-0.4,-0.239,,-12.0,-4.9,-16.9,-0.3,chambto01
66,Rex Chapman,SG,29,PHO,65,1833,15.2,.551,.419,.199,1.6,9.9,5.8,16.3,1.5,0.3,10.5,22.4,,2.4,0.9,3.3,.086,,1.3,-1.0,0.2,1.0,chapmre01
67,Calbert Cheaney,SG,25,WSB,79,2411,11.1,.530,.041,.188,3.4,9.5,6.5,7.2,1.7,0.6,10.6,16.5,,1.6,2.2,3.9,.077,,-2.6,0.1,-2.5,-0.3,cheanca01
68,Pete Chilcutt,PF,28,VAN,54,662,14.5,.521,.418,.133,11.6,15.8,13.7,11.8,2.1,2.0,13.8,14.2,,0.7,0.4,1.1,.080,,0.7,-0.5,0.2,0.4,chilcpe01
69,Randolph Childress,PG,24,TOT,23,155,4.5,.448,.475,.200,0.8,3.8,2.3,16.6,3.1,0.0,29.3,18.3,,-0.4,0.2,-0.2,-0.054,,-6.4,0.2,-6.2,-0.2,childra01
69,Randolph Childress,PG,24,POR,19,125,5.0,.433,.533,.267,1.0,3.7,2.4,17.8,3.0,0.0,27.9,16.8,,-0.2,0.1,-0.1,-0.034,,-5.7,0.5,-5.3,-0.1,childra01
69,Randolph Childress,PG,24,DET,4,30,2.4,.500,.300,.000,0.0,4.1,2.1,11.5,3.8,0.0,33.3,24.7,,-0.1,0.0,-0.1,-0.137,,-8.9,-0.8,-9.8,-0.1,childra01
70,Chris Childs,PG,29,NYK,65,2076,11.2,.526,.355,.292,1.3,9.4,5.5,30.7,2.0,0.4,23.8,16.8,,0.8,3.2,3.9,.091,,-1.4,1.0,-0.3,0.9,childch01
71,Doug Christie,SG,26,TOR,81,3127,15.1,.543,.404,.322,3.1,13.4,8.1,16.7,3.4,1.1,15.6,18.4,,3.3,3.6,7.0,.107,,0.0,1.7,1.7,2.9,chrisdo01
72,Derrick Coleman,PF,29,PHI,57,2102,17.3,.518,.142,.437,7.9,22.1,14.9,15.7,1.2,2.6,15.6,23.7,,1.8,1.6,3.3,.076,,0.8,-0.1,0.7,1.5,colemde01
73,Bimbo Coles,PG,28,GSW,51,1183,9.5,.463,.325,.156,3.9,7.9,5.9,19.4,1.5,0.5,15.0,14.9,,0.4,0.0,0.5,.019,,-2.0,-1.2,-3.2,-0.3,colesbi01
74,Marty Conlon,C,29,BOS,74,1614,12.8,.542,.022,.377,8.5,15.1,11.5,10.1,1.4,0.8,17.1,17.0,,1.3,0.5,1.8,.053,,-1.5,-1.6,-3.1,-0.5,conloma01
75,Tyrone Corbin,SF,34,ATL,70,2305,11.0,.514,.347,.180,4.0,11.0,7.6,9.0,2.2,0.2,11.6,15.0,,1.8,3.1,5.0,.104,,-1.4,1.0,-0.4,1.0,corbity01
76,Joe Courtney,PF,27,TOT,9,100,3.8,.388,.000,.167,10.0,8.2,9.1,0.0,0.0,0.0,8.5,15.7,,-0.1,0.0,-0.1,-0.059,,-6.1,-4.8,-10.9,-0.2,courtjo01
76,Joe Courtney,PF,27,PHI,4,52,5.1,.429,.000,.000,10.2,8.6,9.4,0.0,0.0,0.0,6.7,12.2,,0.0,0.0,0.0,-0.007,,-5.7,-4.6,-10.3,-0.1,courtjo01
76,Joe Courtney,PF,27,SAS,5,48,2.4,.357,.000,.313,9.7,7.8,8.7,0.0,0.0,0.0,9.9,19.6,,-0.1,0.0,-0.1,-0.115,,-6.6,-4.9,-11.6,-0.1,courtjo01
77,John Crotty,PG,27,MIA,48,659,14.3,.637,.318,.416,2.8,5.7,4.2,26.1,1.5,0.0,18.7,16.0,,1.6,0.8,2.4,.176,,-0.2,0.3,0.1,0.3,crottjo01
78,Terry Cummings,PF,35,SEA,45,828,15.2,.521,.016,.257,10.2,16.4,13.3,8.3,2.1,0.7,11.2,22.1,,0.9,1.2,2.1,.121,,-1.3,-0.7,-2.0,0.0,cummite01
79,Earl Cureton,PF,39,TOR,9,46,4.9,.376,.000,.375,9.9,13.1,11.5,13.1,0.0,0.0,9.7,10.0,,0.0,0.0,0.0,.026,,-5.0,-0.9,-5.9,0.0,curetea01
80,Dell Curry,SG,32,CHH,68,2078,15.0,.561,.354,.170,2.4,9.7,6.1,10.0,1.6,0.5,9.4,22.5,,2.8,1.0,3.8,.089,,1.2,-1.2,0.0,1.0,curryde01
81,Michael Curry,SG,28,DET,81,1217,10.4,.592,.348,.489,2.4,9.6,6.1,5.6,1.4,0.8,9.4,12.1,,2.0,1.2,3.2,.126,,-1.7,0.8,-0.9,0.3,currymi01
82,Erick Dampier,C,21,IND,72,1052,11.8,.451,.003,.500,11.1,22.1,16.7,6.9,1.0,5.6,17.0,21.7,,-1.0,1.9,0.9,.040,,-4.4,0.7,-3.7,-0.4,dampier01
83,Lloyd Daniels,SG,29,TOT,22,310,8.3,.403,.588,.050,6.3,8.9,7.6,13.1,1.7,0.7,10.3,18.8,,-0.1,0.1,0.0,.001,,-2.0,-1.5,-3.5,-0.1,daniell01
83,Lloyd Daniels,SG,29,SAC,5,28,-10.5,.188,.688,.000,4.1,12.6,8.3,5.2,1.9,0.0,15.8,30.4,,-0.3,0.0,-0.2,-0.398,,-13.9,-5.2,-19.2,-0.1,daniell01
83,Lloyd Daniels,SG,29,NJN,17,282,10.1,.435,.573,.058,6.5,8.6,7.5,13.9,1.7,0.8,9.4,17.6,,0.1,0.1,0.2,.041,,-0.9,-1.1,-2.0,0.0,daniell01
84,Sasha Danilović,SG,26,TOT,56,1789,10.9,.552,.414,.265,1.9,7.0,4.5,10.0,1.6,0.4,15.4,19.6,,0.8,2.0,2.8,.074,,-1.3,0.3,-1.0,0.5,danilsa01
84,Sasha Danilović,SG,26,MIA,43,1351,9.7,.556,.444,.237,1.9,7.0,4.5,9.8,1.6,0.5,17.7,18.5,,0.2,1.8,2.0,.070,,-1.8,0.7,-1.1,0.3,danilsa01
84,Sasha Danilović,SG,26,DAL,13,438,14.5,.542,.345,.328,2.1,7.0,4.5,10.5,1.8,0.2,10.0,23.2,,0.6,0.2,0.8,.087,,0.2,-0.7,-0.6,0.2,danilsa01
85,Yinka Dare,C,24,NJN,41,313,7.2,.406,.000,.685,11.4,17.3,14.2,1.4,0.7,6.7,23.0,12.4,,-0.4,0.3,-0.1,-0.014,,-6.7,-0.3,-7.0,-0.4,dareyi01
86,Antonio Davis,PF,28,IND,82,2335,13.8,.536,.022,.565,9.9,20.5,15.3,4.8,1.0,2.9,15.0,18.6,,1.7,3.4,5.2,.106,,-1.4,0.1,-1.3,0.4,davisan01
87,Ben Davis,PF,24,PHO,20,98,9.4,.417,.000,.769,14.4,17.8,16.1,0.0,2.1,0.8,7.9,17.4,,0.0,0.1,0.1,.037,,-4.4,-2.2,-6.6,-0.1,davisbe01
88,Dale Davis,PF,27,IND,80,2589,15.1,.532,.000,.313,14.1,21.4,17.8,4.0,1.2,2.4,12.1,15.9,,2.7,4.0,6.7,.124,,0.2,-0.3,-0.1,1.2,davisda01
89,Emanual Davis,PG,28,HOU,13,230,9.7,.565,.500,.148,1.1,9.6,5.5,17.1,2.1,0.7,22.8,14.7,,0.0,0.3,0.3,.063,,-1.8,1.2,-0.6,0.0,davisem01
90,Hubert Davis,SG,26,TOR,36,623,7.4,.466,.380,.125,2.0,5.6,3.8,8.9,0.9,0.3,9.8,15.5,,0.0,0.1,0.1,.010,,-3.2,-1.6,-4.9,-0.5,davishu01
91,Mark Davis,SF,23,PHI,75,1705,13.7,.525,.174,.314,8.6,12.1,10.3,12.9,2.5,1.3,16.2,18.0,,1.3,1.0,2.3,.065,,-1.5,0.0,-1.4,0.2,davisma02
92,Todd Day,SG,27,BOS,81,2277,15.5,.515,.348,.331,5.1,12.1,8.3,8.6,2.4,1.6,10.0,24.0,,2.1,1.2,3.2,.068,,0.9,-1.2,-0.4,0.9,dayto01
