Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Player-additional
106,Emanual Davis,PG,33,ATL,28,774,6.5,.449,.429,.091,2.8,8.2,5.5,13.7,1.8,0.5,20.2,15.1,,-0.7,0.4,-0.3,-0.019,,-3.7,-0.8,-4.5,-0.5,davisem01
107,Hubert Davis,SG,31,WAS,51,1231,10.7,.544,.387,.064,0.7,6.7,3.6,13.9,1.2,0.2,11.6,14.2,,1.3,0.4,1.7,.065,,-0.3,-0.5,-0.8,0.4,davishu01
108,Ricky Davis,SF,22,CLE,82,1954,15.9,.539,.045,.318,3.8,10.7,7.3,16.6,1.9,0.9,14.3,24.4,,1.9,0.8,2.8,.068,,0.1,-1.1,-1.0,0.5,davisri01
109,Andrew DeClercq,C,28,ORL,61,633,10.1,.474,.000,.336,13.0,15.8,14.4,5.2,1.9,2.7,16.6,14.5,,0.2,0.8,1.0,.073,,-4.8,0.0,-4.8,-0.5,declean01
110,Vinny Del Negro,PG,35,PHO,2,6,7.1,.250,.000,.000,0.0,0.0,0.0,54.3,0.0,0.0,0.0,29.9,,0.0,0.0,0.0,-0.141,,-5.6,-7.5,-13.2,0.0,delnevi01
111,Tony Delk,SG,28,TOT,63,1447,13.8,.473,.364,.165,4.4,11.4,7.8,15.2,1.9,0.5,8.6,21.5,,1.0,1.5,2.5,.084,,0.1,-0.2,0.0,0.7,delkto01
111,Tony Delk,SG,28,PHO,41,877,15.9,.488,.353,.161,4.8,11.2,8.0,15.6,1.9,0.3,8.2,24.8,,1.0,0.8,1.8,.098,,1.4,-0.4,1.0,0.7,delkto01
111,Tony Delk,SG,28,BOS,22,570,10.4,.437,.390,.174,3.8,11.6,7.6,14.6,2.0,0.8,9.3,16.3,,0.0,0.7,0.7,.062,,-1.9,0.2,-1.7,0.0,delkto01
112,Derrick Dial,SG,26,TOT,32,299,11.0,.387,.092,.200,5.2,16.0,10.6,18.6,1.8,1.0,10.9,22.1,,-0.3,0.4,0.1,.020,,-2.6,0.5,-2.1,0.0,dialde01
112,Derrick Dial,SG,26,NJN,25,249,9.3,.358,.074,.191,5.4,15.0,10.1,19.3,1.7,1.2,11.3,20.7,,-0.4,0.4,0.0,.002,,-3.1,0.9,-2.2,0.0,dialde01
112,Derrick Dial,SG,26,TOR,7,50,19.1,.489,.154,.231,4.5,21.4,12.6,15.4,2.2,0.0,9.5,28.9,,0.0,0.1,0.1,.106,,0.1,-1.6,-1.5,0.0,dialde01
113,Michael Dickerson,SG,26,MEM,4,124,6.4,.425,.438,.125,2.7,8.1,5.4,12.1,1.3,0.6,13.6,21.5,,-0.2,0.0,-0.1,-0.050,,-3.9,-0.9,-4.8,-0.1,dickemi01
114,DeSagana Diop,C,20,CLE,18,109,3.2,.401,.000,.172,5.4,12.8,9.2,7.3,0.5,6.7,27.8,18.2,,-0.4,0.1,-0.3,-0.124,,-9.4,-0.2,-9.5,-0.2,diopde01
115,Vlade Divac*,C,33,SAC,80,2420,17.0,.513,.018,.475,9.2,20.2,14.8,17.9,1.6,2.6,15.4,18.4,,3.1,4.2,7.3,.145,,0.7,2.1,2.8,2.9,divacvl01
116,Michael Doleac,C,24,CLE,42,705,8.8,.468,.000,.246,7.9,20.0,14.0,5.6,1.1,1.1,15.1,15.9,,-0.1,0.4,0.3,.022,,-4.4,-1.3,-5.6,-0.6,doleami01
117,Keyon Dooling,PG,21,LAC,14,155,7.4,.466,.246,.211,0.0,2.2,1.1,12.7,1.4,1.3,13.8,21.1,,-0.1,0.0,0.0,-0.010,,-4.0,-1.0,-5.0,-0.1,doolike01
118,Bryce Drew,PG,27,CHH,61,774,12.4,.539,.401,.159,2.1,8.5,5.3,20.7,2.2,0.2,14.5,13.4,,1.0,0.7,1.7,.105,,-0.7,0.7,0.0,0.4,drewbr01
119,Predrag Drobnjak,C,26,SEA,64,1174,12.7,.490,.005,.176,7.7,14.2,11.0,6.9,0.9,2.0,10.3,19.7,,0.8,0.8,1.6,.065,,-2.0,-1.5,-3.4,-0.4,drobnpr01
120,Chris Dudley,C,36,POR,43,327,7.1,.424,.040,.300,9.6,19.3,14.4,5.7,0.5,3.3,19.8,9.9,,-0.1,0.4,0.3,.042,,-4.9,-0.1,-5.0,-0.2,dudlech02
121,Tim Duncan*,PF,25,SAS,82,3329,27.0,.576,.007,.466,9.6,25.9,18.0,18.3,1.0,4.3,12.7,29.0,,10.7,7.1,17.8,.257,,5.4,2.2,7.6,8.0,duncati01
122,Howard Eisley,PG,29,NYK,39,609,8.5,.435,.331,.280,1.7,7.6,4.7,26.7,2.1,0.4,21.2,19.1,,-0.7,0.4,-0.3,-0.021,,-3.5,-0.6,-4.2,-0.3,eisleho01
123,Obinna Ekezie,PF,26,LAC,29,152,11.0,.477,.000,1.026,9.0,16.2,12.7,3.0,0.7,2.7,15.0,19.8,,0.0,0.1,0.2,.048,,-3.9,-1.2,-5.1,-0.1,ekeziob01
124,LaPhonso Ellis,SF,31,MIA,66,1684,9.1,.480,.274,.186,7.5,12.4,10.0,5.6,1.0,1.7,13.0,15.9,,0.0,2.2,2.2,.063,,-2.8,0.4,-2.4,-0.2,ellisla01
125,Evan Eschmeyer,C,26,DAL,31,299,9.9,.480,.000,.660,13.2,23.1,18.2,4.1,1.7,2.2,19.9,12.2,,0.2,0.4,0.5,.083,,-4.3,0.2,-4.1,-0.2,eschmev01
126,Maurice Evans,SG,23,MIN,10,45,11.5,.506,.158,.211,7.8,2.5,5.1,14.8,0.0,0.0,8.8,22.9,,0.1,0.0,0.1,.079,,-2.2,-2.5,-4.7,0.0,evansma01
127,Patrick Ewing*,C,39,ORL,65,901,14.4,.497,.003,.402,7.4,25.3,16.3,6.3,1.3,3.5,14.2,22.7,,0.0,1.3,1.4,.073,,-3.1,0.0,-3.1,-0.3,ewingpa01
128,Danny Ferry,SF,35,SAS,50,799,11.2,.594,.559,.203,2.2,10.4,6.5,9.4,1.1,0.8,10.2,12.5,,1.4,0.9,2.3,.140,,-0.2,0.6,0.4,0.5,ferryda01
129,Michael Finley,SF,28,DAL,69,2754,17.6,.532,.182,.204,3.7,10.7,7.3,14.0,1.2,0.6,8.0,23.9,,5.3,1.0,6.3,.110,,2.3,-1.2,1.1,2.1,finlemi01
130,Derek Fisher,PG,27,LAL,70,1974,14.0,.550,.524,.167,0.8,7.2,4.1,13.9,1.7,0.3,8.0,17.6,,3.7,1.8,5.5,.134,,1.1,0.0,1.1,1.5,fishede01
131,Marcus Fizer,PF,23,CHI,76,1963,14.2,.482,.048,.334,7.4,18.3,12.7,11.7,1.3,0.9,11.9,25.9,,-0.2,1.3,1.1,.026,,-1.1,-1.8,-3.0,-0.5,fizerma01
132,Isaac Fontaine,SG,26,MEM,6,75,-0.9,.331,.357,.429,0.0,7.4,3.7,7.8,0.0,0.0,19.4,12.5,,-0.2,0.0,-0.2,-0.112,,-7.3,-2.4,-9.7,-0.1,fontais01
133,Alton Ford,PF,20,PHO,53,452,10.0,.573,.000,.483,7.9,19.0,13.4,2.4,0.7,1.1,18.3,17.3,,0.3,0.5,0.8,.083,,-5.6,-0.8,-6.4,-0.5,fordal02
134,Joseph Forte,SG,20,BOS,8,39,2.8,.218,.250,.333,2.7,14.4,8.4,22.2,2.7,0.0,17.9,19.6,,-0.2,0.1,-0.1,-0.144,,-7.2,0.5,-6.7,0.0,fortejo01
135,Danny Fortson,PF,25,GSW,77,2216,15.9,.504,.006,.427,13.7,30.3,21.8,9.3,1.0,0.5,15.7,19.3,,2.5,2.1,4.5,.098,,-0.2,-1.8,-2.0,0.0,fortsda01
136,Greg Foster,PF,33,MIL,6,24,4.8,.325,.444,.444,0.0,36.8,19.3,6.1,0.0,0.0,0.0,21.0,,0.0,0.0,0.0,-0.039,,-7.7,-2.5,-10.2,-0.1,fostegr01
137,Jeff Foster,C,25,IND,82,1786,12.9,.493,.038,.462,13.3,21.6,17.6,6.1,2.1,1.5,14.3,14.0,,1.5,2.7,4.2,.113,,-1.7,0.3,-1.4,0.3,fosteje01
138,Antonis Fotsis,PF,20,MEM,28,320,11.3,.479,.221,.192,8.7,12.9,10.8,5.3,1.5,2.4,15.7,19.0,,-0.1,0.2,0.1,.017,,-2.0,-1.4,-3.4,-0.1,fotsian01
139,Tremaine Fowlkes,SF,25,LAC,22,343,9.5,.477,.000,.484,10.7,10.4,10.6,7.3,1.7,0.2,14.3,11.9,,0.3,0.2,0.5,.071,,-2.5,0.0,-2.5,0.0,fowlktr01
140,Rick Fox,SF,32,LAL,82,2289,11.3,.502,.344,.140,4.4,14.3,9.4,18.1,1.5,0.7,17.0,15.2,,1.5,2.8,4.3,.091,,-1.4,0.6,-0.7,0.7,foxri01
141,Adonal Foyle,C,26,GSW,79,1485,12.5,.445,.000,.242,10.6,17.3,13.9,4.3,1.2,7.7,15.1,14.2,,-0.4,1.6,1.2,.039,,-3.0,1.0,-2.1,0.0,foylead01
142,Steve Francis,PG,24,HOU,57,2343,19.1,.517,.209,.419,4.9,14.8,9.8,29.1,1.6,0.7,15.6,28.0,,3.2,1.2,4.4,.091,,2.5,-0.8,1.7,2.1,francst01
143,Lawrence Funderburke,PF,31,SAC,56,722,13.8,.490,.012,.229,11.5,17.7,14.6,6.6,0.8,1.7,10.9,18.2,,0.6,1.0,1.6,.105,,-1.3,-0.8,-2.1,0.0,fundela01
144,Kevin Garnett*,PF,25,MIN,81,3175,23.8,.536,.083,.320,9.0,26.5,17.8,22.4,1.6,2.9,12.5,26.0,,7.9,4.9,12.8,.194,,5.1,1.8,6.8,7.1,garneke01
145,Dean Garrett,C,35,TOT,34,183,6.3,.320,.000,.055,10.0,25.4,17.8,3.9,2.0,4.0,15.1,16.1,,-0.4,0.3,-0.1,-0.024,,-7.2,-0.2,-7.4,-0.3,garrede01
145,Dean Garrett,C,35,MIN,29,152,7.1,.339,.000,.075,10.0,25.5,17.9,3.7,1.7,4.4,14.5,14.4,,-0.2,0.3,0.0,.006,,-6.5,0.4,-6.1,-0.2,garrede01
145,Dean Garrett,C,35,GSW,5,31,2.0,.267,.000,.000,10.1,24.9,17.3,5.1,3.3,2.2,16.7,24.4,,-0.2,0.0,-0.1,-0.171,,-11.1,-3.0,-14.1,-0.1,garrede01
146,Pat Garrity,PF,25,ORL,80,2406,12.3,.553,.516,.095,3.6,12.2,7.8,6.4,1.3,0.8,7.8,16.1,,3.4,1.7,5.1,.101,,0.3,-0.8,-0.6,0.9,garripa01
147,Pau Gasol*,PF,21,MEM,82,3007,19.5,.566,.005,.448,8.8,18.2,13.5,13.8,0.7,3.9,15.0,22.6,,4.8,2.8,7.6,.121,,1.5,0.2,1.7,2.8,gasolpa01
148,Chris Gatling,PF,34,MIA,54,809,13.4,.501,.027,.399,10.3,19.3,14.9,5.7,1.2,1.0,14.4,23.7,,0.1,1.3,1.4,.081,,-2.5,-0.6,-3.1,-0.2,gatlich01
149,Matt Geiger,C,32,PHI,4,36,-1.6,.169,.000,.250,9.6,9.4,9.5,0.0,0.0,4.2,18.4,13.8,,-0.1,0.0,-0.1,-0.145,,-9.1,-2.3,-11.4,-0.1,geigema01
150,Devean George,SF,24,LAL,82,1759,12.6,.502,.340,.241,4.9,14.0,9.5,9.4,2.1,1.7,10.2,16.4,,1.6,2.6,4.2,.113,,-0.8,1.0,0.3,1.0,georgde01
151,Eddie Gill,PG,23,MEM,23,384,9.2,.531,.239,.424,2.0,6.1,4.1,20.6,1.5,0.5,23.7,16.9,,0.0,0.1,0.1,.011,,-3.4,-1.3,-4.8,-0.3,gilled01
152,Kendall Gill,SG,33,MIA,65,1410,7.6,.414,.104,.147,2.4,12.7,7.6,12.1,1.7,0.4,10.9,17.1,,-1.3,2.0,0.7,.023,,-4.8,0.9,-3.8,-0.6,gillke01
153,Dion Glover,SG,23,ATL,55,1156,13.1,.491,.200,.226,3.5,13.2,8.3,12.8,2.0,0.9,13.2,22.6,,0.0,0.9,0.9,.037,,-1.2,-0.7,-1.9,0.0,glovedi01
154,Steve Goodrich,SF,25,NJN,9,50,-0.9,.230,.000,.200,2.2,9.0,5.6,13.8,1.0,2.9,21.6,12.4,,-0.1,0.1,-0.1,-0.078,,-11.0,1.0,-10.0,-0.1,goodrst01
155,Brian Grant,PF,29,MIA,72,2256,12.7,.508,.003,.195,8.8,20.9,14.9,10.5,1.2,1.1,15.6,16.6,,1.1,3.7,4.8,.103,,-1.9,0.7,-1.1,0.5,grantbr01
156,Horace Grant,C,36,ORL,76,2210,13.9,.539,.000,.216,8.0,16.4,12.2,7.1,1.3,1.6,8.3,12.5,,3.6,2.0,5.6,.122,,0.1,-0.1,0.0,1.1,grantho01
157,Adrian Griffin,SG,27,DAL,58,1383,14.2,.545,.150,.136,5.6,12.7,9.2,11.3,2.8,0.6,9.9,13.8,,2.3,1.2,3.5,.121,,-0.3,1.6,1.3,1.1,griffad01
158,Eddie Griffin,PF,19,HOU,73,1896,13.8,.456,.410,.129,7.0,18.2,12.5,4.8,0.5,4.8,6.3,18.4,,1.0,1.4,2.4,.061,,-0.3,-0.6,-0.9,0.5,griffed01
159,Tom Gugliotta,PF,32,PHO,44,1129,9.7,.449,.030,.123,5.8,16.4,11.1,10.2,1.8,1.9,16.1,15.0,,-0.4,1.4,0.9,.040,,-3.3,1.1,-2.2,-0.1,guglito01
160,A.J. Guyton,PG,23,CHI,45,607,11.8,.477,.504,.111,2.3,6.3,4.2,23.6,0.9,0.9,12.6,22.2,,0.0,0.0,0.1,.006,,1.3,-2.8,-1.6,0.1,guytoaj01
161,Darvin Ham,SF,28,MIL,70,1208,9.7,.571,.033,.583,9.1,10.1,9.7,9.1,1.1,2.2,23.8,13.5,,0.7,0.6,1.2,.050,,-3.3,-0.3,-3.6,-0.5,hamda01
162,Richard Hamilton,SG,23,WAS,63,2203,16.9,.511,.039,.311,3.8,7.6,5.7,14.6,0.9,0.5,9.7,28.6,,3.4,0.6,4.0,.087,,1.5,-2.4,-0.9,0.6,hamilri01
163,Tang Hamilton,SF,23,MIA,9,98,10.9,.514,.053,.053,7.2,14.2,10.7,8.5,2.2,0.0,9.3,10.4,,0.1,0.2,0.2,.120,,-2.3,2.1,-0.2,0.0,hamilta01
164,Zendon Hamilton,PF,26,DEN,54,848,13.5,.499,.000,.739,14.1,20.2,17.0,2.7,1.3,1.6,15.6,20.3,,0.4,0.6,1.1,.061,,-2.7,-2.5,-5.2,-0.7,hamilze01
165,Anfernee Hardaway,SG,30,PHO,80,2462,13.9,.472,.089,.209,4.4,11.7,8.0,21.1,2.6,0.9,15.7,21.9,,0.1,2.8,2.9,.056,,-1.3,0.8,-0.4,1.0,hardaan01
166,Tim Hardaway*,PG,35,TOT,68,1601,13.6,.492,.571,.156,1.0,7.7,4.3,27.0,1.9,0.4,14.3,21.8,,1.2,0.6,1.8,.053,,1.0,-1.6,-0.5,0.6,hardati01
166,Tim Hardaway*,PG,35,DAL,54,1276,13.4,.490,.565,.158,1.2,7.2,4.2,23.7,1.6,0.4,12.1,21.3,,1.2,0.4,1.6,.059,,1.0,-1.6,-0.6,0.4,hardati01
166,Tim Hardaway*,PG,35,DEN,14,325,14.2,.499,.595,.151,0.3,9.6,4.7,40.1,2.8,0.5,22.0,23.7,,0.0,0.2,0.2,.029,,1.3,-1.4,-0.1,0.2,hardati01
167,Matt Harpring,SF,25,PHI,81,2541,14.1,.512,.082,.265,9.2,16.3,12.8,7.5,1.5,0.1,12.0,19.1,,2.6,3.6,6.1,.115,,-0.5,-0.3,-0.8,0.8,harprma01
168,Al Harrington,PF,21,IND,44,1313,14.3,.526,.006,.298,8.5,15.1,11.9,7.3,1.6,1.1,12.5,21.6,,1.2,1.4,2.6,.094,,-1.5,-0.4,-1.9,0.0,harrial01
169,Othella Harrington,PF,28,NYK,77,1563,13.0,.567,.004,.382,9.3,16.6,12.9,4.2,1.0,1.7,15.3,18.5,,1.6,1.4,3.0,.092,,-2.6,-0.4,-2.9,-0.4,harriot01
170,Lucious Harris,SG,31,NJN,74,1553,15.7,.556,.220,.294,3.5,11.5,7.5,12.3,1.8,0.3,9.1,19.3,,3.0,2.1,5.1,.157,,0.8,0.6,1.4,1.3,harrilu01
171,Jason Hart,PG,23,SAS,10,92,13.5,.601,.105,.316,5.2,10.9,8.1,20.9,4.1,0.8,27.0,15.0,,0.1,0.2,0.3,.142,,-3.7,3.6,0.0,0.0,hartja01
172,Antonio Harvey,PF,31,SEA,5,47,7.8,.349,.000,.167,12.8,9.9,11.3,15.1,1.1,4.8,18.9,15.7,,0.0,0.0,0.0,-0.007,,-4.1,1.0,-3.1,0.0,harvean01
173,Donnell Harvey,PF,21,TOT,47,841,14.1,.526,.000,.415,10.4,20.5,15.3,7.2,1.3,2.1,11.4,15.4,,1.1,0.7,1.8,.105,,-1.5,-0.4,-1.9,0.0,harvedo01
173,Donnell Harvey,PF,21,DAL,18,162,10.1,.533,.000,.846,8.4,23.0,15.8,4.3,1.3,2.2,18.3,12.2,,0.1,0.2,0.3,.075,,-3.6,0.5,-3.1,0.0,harvedo01
173,Donnell Harvey,PF,21,DEN,29,679,15.0,.525,.000,.356,10.9,19.9,15.2,7.9,1.3,2.1,10.2,16.2,,1.0,0.5,1.6,.112,,-1.0,-0.6,-1.6,0.1,harvedo01
174,Trenton Hassell,SG,22,CHI,78,2237,10.4,.502,.263,.182,3.3,10.2,6.7,13.0,1.3,1.5,13.0,16.0,,0.6,0.9,1.5,.033,,-1.7,-1.0,-2.7,-0.4,hassetr01
175,Kirk Haston,PF,22,CHH,15,77,4.0,.306,.077,.205,7.4,22.2,14.8,11.0,0.0,0.9,6.6,27.0,,-0.3,0.1,-0.2,-0.116,,-7.5,-3.8,-11.3,-0.2,hastoki01
176,Brendan Haywood,C,22,WAS,62,1266,13.7,.540,.000,.724,13.0,16.6,14.8,3.5,0.9,5.3,14.6,12.4,,1.7,1.4,3.1,.116,,-1.7,0.5,-1.3,0.2,haywobr01
177,Alan Henderson,PF,29,ATL,26,422,13.4,.527,.009,.388,8.4,17.9,13.1,4.4,1.4,2.6,13.4,16.8,,0.3,0.4,0.7,.074,,-1.8,-0.1,-1.9,0.0,hendeal01
178,Cedric Henderson,SF,26,GSW,12,70,14.4,.528,.129,.226,1.5,3.1,2.3,10.5,4.4,1.9,19.0,25.3,,-0.1,0.1,0.0,.003,,-0.1,1.8,1.7,0.1,hendece02
179,Grant Hill*,SF,29,ORL,14,512,16.7,.510,.010,.410,6.3,21.1,13.6,20.3,0.8,0.5,13.8,23.4,,0.7,0.5,1.2,.108,,0.8,-0.3,0.5,0.3,hillgr01
180,Tyrone Hill,PF,33,CLE,26,810,10.1,.460,.005,.566,11.6,28.0,19.9,4.3,1.1,1.2,17.4,15.6,,-0.1,0.7,0.6,.036,,-3.5,-1.4,-4.9,-0.6,hillty01
181,Fred Hoiberg,SG,29,CHI,79,1408,12.2,.519,.316,.323,1.5,16.4,8.7,15.5,2.3,0.3,8.8,11.9,,1.6,1.1,2.7,.092,,-1.7,0.8,-0.9,0.4,hoibefr01
182,Robert Horry,PF,31,LAL,81,2140,14.5,.528,.441,.300,6.8,17.8,12.3,15.3,1.9,3.0,14.5,12.8,,3.3,3.6,6.9,.154,,1.2,2.4,3.5,3.0,horryro01
183,Eddie House,PG,23,MIA,64,1230,11.6,.471,.300,.094,1.6,8.8,5.2,18.8,1.9,0.3,12.8,24.3,,-0.7,1.6,0.9,.036,,-1.5,0.1,-1.4,0.2,houseed01
184,Allan Houston,SG,30,NYK,77,2914,15.2,.540,.266,.261,1.5,8.6,5.0,12.6,1.0,0.3,10.5,25.9,,3.6,1.1,4.7,.077,,1.3,-1.4,-0.1,1.4,houstal01
185,Juwan Howard,PF,28,TOT,81,2635,15.8,.513,.002,.341,9.4,16.7,13.0,10.8,0.9,1.3,11.6,22.3,,3.5,1.5,4.9,.090,,0.1,-1.4,-1.3,0.5,howarju01
185,Juwan Howard,PF,28,DAL,53,1659,15.1,.511,.002,.326,9.4,16.6,13.1,8.7,0.9,1.3,10.4,20.3,,2.4,1.0,3.4,.097,,-0.3,-1.4,-1.8,0.1,howarju01
185,Juwan Howard,PF,28,DEN,28,976,17.1,.515,.002,.362,9.5,16.8,13.0,14.4,1.0,1.3,13.2,25.7,,1.1,0.5,1.6,.078,,0.7,-1.3,-0.6,0.4,howarju01
186,Troy Hudson,PG,25,ORL,81,1854,15.3,.526,.229,.247,1.8,7.0,4.4,23.4,1.6,0.2,15.3,25.8,,1.5,0.9,2.5,.064,,0.2,-2.0,-1.8,0.1,hudsotr01
187,Larry Hughes,SG,23,GSW,73,2049,15.4,.484,.115,.320,4.2,8.7,6.4,26.1,2.8,0.8,15.6,22.5,,1.4,1.1,2.4,.057,,0.4,-0.1,0.3,1.2,hughela01
188,Lindsey Hunter,PG,31,LAL,82,1616,9.4,.466,.424,.082,1.2,7.0,4.1,11.7,2.1,0.8,9.8,15.6,,0.2,1.7,2.0,.059,,-2.2,0.7,-1.5,0.2,hunteli01
189,Steven Hunter,C,20,ORL,53,516,12.9,.502,.000,.639,8.6,12.4,10.5,1.5,0.5,5.8,7.8,17.7,,0.5,0.5,1.0,.094,,-3.7,-0.4,-4.0,-0.3,huntest01
190,Zydrunas Ilgauskas,C,26,CLE,62,1329,17.4,.501,.009,.487,12.1,17.3,14.8,9.4,0.7,4.6,12.0,27.0,,1.5,1.0,2.5,.089,,-1.3,-1.6,-2.9,-0.3,ilgauzy01
191,Allen Iverson*,SG,26,PHI,60,2622,21.9,.489,.161,.351,1.9,9.6,5.8,27.6,3.5,0.4,11.0,37.8,,2.6,4.3,6.9,.126,,3.9,0.8,4.8,4.5,iversal01
192,Bobby Jackson,PG,28,SAC,81,1750,17.3,.537,.290,.244,5.1,10.1,7.7,14.7,2.1,0.4,10.0,23.1,,3.2,2.2,5.4,.148,,1.8,0.4,2.1,1.8,jacksbo01
193,Jaren Jackson,SG,34,ORL,9,144,7.2,.503,.541,.108,0.8,12.5,6.6,8.2,1.8,0.0,17.1,14.5,,-0.1,0.1,0.0,.015,,-3.7,0.0,-3.7,-0.1,jacksja01
194,Jermaine Jackson,SG,25,TOR,24,280,12.3,.542,.048,.571,1.2,10.2,5.5,30.5,1.7,0.3,21.0,10.8,,0.4,0.2,0.6,.110,,-2.2,0.6,-1.6,0.0,jacksje01
195,Jim Jackson,SF,31,MIA,55,1825,11.3,.511,.151,.162,3.5,15.0,9.3,13.4,1.3,0.6,15.5,17.8,,0.3,2.5,2.8,.073,,-1.5,0.6,-1.0,0.5,jacksji01
196,Marc Jackson,C,27,TOT,39,495,11.1,.467,.006,.488,10.9,18.2,14.6,4.3,1.2,0.9,13.1,20.3,,0.2,0.4,0.6,.059,,-2.8,-1.5,-4.3,-0.3,jacksma02
196,Marc Jackson,C,27,GSW,17,169,14.9,.488,.000,.738,10.5,16.9,13.6,6.6,1.5,1.2,12.2,24.4,,0.2,0.1,0.3,.093,,-1.1,-1.3,-2.3,0.0,jacksma02
196,Marc Jackson,C,27,MIN,22,326,9.2,.451,.010,.323,11.1,18.9,15.1,3.1,1.0,0.7,13.7,18.2,,0.0,0.3,0.3,.042,,-3.7,-1.7,-5.3,-0.3,jacksma02
197,Mark Jackson,PG,36,NYK,82,2367,16.3,.536,.329,.186,2.7,12.4,7.6,42.5,1.7,0.0,19.0,15.6,,4.4,1.7,6.0,.123,,1.7,-0.1,1.6,2.1,jacksma01
198,Stephen Jackson,SF,23,SAS,23,227,7.9,.452,.396,.187,1.6,11.3,6.6,8.3,3.5,0.9,18.9,24.9,,-0.5,0.4,-0.1,-0.024,,-4.9,1.6,-3.3,-0.1,jacksst02
199,Jerome James,C,26,SEA,56,949,11.9,.498,.000,.220,11.3,17.5,14.4,3.9,1.4,6.9,19.8,18.3,,-0.4,1.3,0.9,.045,,-5.2,1.0,-4.3,-0.5,jamesje01
200,Mike James,PG,26,MIA,15,119,9.4,.456,.488,.163,2.0,11.7,6.9,27.7,2.8,0.6,22.0,23.7,,-0.2,0.2,0.0,.004,,-3.6,1.1,-2.6,0.0,jamesmi01
201,Tim James,SF,25,PHI,9,41,4.8,.384,.000,.462,14.0,5.5,9.7,4.1,0.0,1.9,16.1,20.8,,-0.1,0.0,-0.1,-0.064,,-5.6,-3.1,-8.7,-0.1,jamesti01
202,Antawn Jamison,SF,25,GSW,82,3033,17.1,.516,.153,.320,7.3,12.5,9.8,9.6,1.2,1.0,9.3,24.0,,5.6,0.8,6.4,.101,,2.3,-2.1,0.2,1.7,jamisan01
203,Harold Jamison,PF,25,LAC,25,176,13.9,.544,.000,.349,15.6,9.5,12.5,5.5,1.5,0.4,10.8,14.3,,0.4,0.1,0.5,.126,,-0.1,-0.9,-1.0,0.0,jamisha01
204,Richard Jefferson,SF,21,NJN,79,1917,13.4,.524,.095,.448,4.9,12.2,8.6,11.7,1.7,1.8,13.1,19.1,,1.8,2.9,4.7,.117,,-1.3,0.9,-0.4,0.8,jefferi01
205,Anthony Johnson,SG,27,NJN,34,366,11.8,.465,.133,.278,3.0,5.9,4.4,19.7,4.4,0.2,16.5,14.8,,0.0,0.7,0.7,.092,,-3.2,3.1,0.0,0.2,johnsan02
206,Avery Johnson,PG,36,TOT,68,1352,16.6,.531,.012,.377,1.1,4.8,2.9,36.0,1.6,0.5,13.1,19.2,,2.8,0.2,3.0,.106,,1.4,-1.4,0.0,0.7,johnsav01
206,Avery Johnson,PG,36,DEN,51,1200,17.3,.538,.013,.381,1.3,5.0,3.0,37.0,1.5,0.5,13.0,19.2,,2.7,0.1,2.8,.114,,1.8,-1.3,0.5,0.8,johnsav01
206,Avery Johnson,PG,36,DAL,17,152,11.8,.478,.000,.347,0.0,3.6,1.8,27.6,1.7,0.5,13.7,19.5,,0.1,0.0,0.1,.044,,-2.0,-2.1,-4.0,-0.1,johnsav01
207,DerMarr Johnson,SF,21,ATL,72,1727,11.3,.513,.457,.194,3.9,12.5,8.2,7.7,1.9,2.4,14.8,18.0,,0.2,1.5,1.7,.048,,-1.3,0.0,-1.3,0.3,johnsde03
208,Ervin Johnson,C,34,MIL,81,1660,8.6,.468,.005,.342,10.4,21.5,16.2,2.3,1.2,3.6,19.0,7.7,,0.5,1.9,2.3,.067,,-3.4,-0.1,-3.5,-0.6,johnser02
209,Joe Johnson,SG,20,TOT,77,1916,11.8,.478,.223,.091,4.3,10.8,7.5,15.0,1.6,0.8,10.5,16.0,,1.1,1.9,3.0,.075,,-1.2,0.5,-0.7,0.6,johnsjo02
209,Joe Johnson,SG,20,BOS,48,1003,12.0,.494,.297,.088,4.3,11.1,7.6,12.5,1.7,0.7,8.3,15.2,,0.8,1.2,2.0,.094,,-1.2,0.7,-0.4,0.4,johnsjo02
209,Joe Johnson,SG,20,PHO,29,913,11.5,.462,.146,.094,4.3,10.4,7.3,17.7,1.5,0.9,12.5,16.8,,0.3,0.7,1.0,.054,,-1.2,0.2,-1.0,0.2,johnsjo02
210,Alvin Jones,C,23,PHI,23,126,6.2,.451,.000,1.000,11.8,20.5,16.2,3.7,1.3,5.4,27.6,14.5,,-0.2,0.3,0.1,.034,,-9.5,0.9,-8.7,-0.2,jonesal01
211,Damon Jones,PG,25,DET,67,1083,11.2,.548,.655,.208,1.4,9.7,5.6,20.9,1.1,0.1,16.4,16.1,,1.1,0.8,1.9,.084,,-0.7,-1.0,-1.7,0.1,jonesda01
212,Eddie Jones,SG,30,MIA,81,3156,17.5,.546,.319,.296,2.3,11.6,7.0,15.4,2.0,1.9,9.9,22.7,,5.6,5.0,10.5,.160,,2.2,1.7,3.9,4.6,jonesed02
